Data,TMAX,TMIN,TMED,ETP-Pmoith
27/5/2014,20.9,8.4,14.65,3
28/5/2014,24.2,9.5,16.85,2.2
29/5/2014,21.3,11.1,16.2,3.5
30/5/2014,28.1,11.4,19.75,3.3
31/5/2014,28.4,12,20.2,4.7
1/6/2014,22.3,14,18.15,0.9
2/6/2014,25.9,15,20.45,2.3
3/6/2014,24.6,9.8,17.2,3.3
4/6/2014,28.7,8.4,18.55,3.5
5/6/2014,30.8,13.7,22.25,7
6/6/2014,31.1,16.2,23.65,4.4
7/6/2014,31.7,16,23.85,4.7
8/6/2014,30.8,15,22.9,7
9/6/2014,31,15.4,23.2,5.7
10/6/2014,28.7,16.2,22.45,3.3
11/6/2014,28.4,14.2,21.3,4
12/6/2014,28.6,13.8,21.2,4.8
13/6/2014,29.7,13.2,21.45,4.1
14/6/2014,30.6,14.4,22.5,3.8
15/6/2014,30.2,15.4,22.8,3.6
16/6/2014,30.3,15,22.65,3.5
17/6/2014,30.1,14.9,22.5,4.2
18/6/2014,30.6,16.2,23.4,3
19/6/2014,27.3,13.6,20.45,4.4
20/6/2014,26.6,11.4,19,3.3
21/6/2014,26.5,11.6,19.05,4.4
22/6/2014,29,11.6,20.3,2.5
23/6/2014,26.2,13.7,19.95,3.5
24/6/2014,28.5,12.2,20.35,3.4
25/6/2014,29.6,12.6,21.1,4.2
26/6/2014,29.9,13.6,21.75,4.5
27/6/2014,31,13.6,22.3,5.3
28/6/2014,30.8,14.2,22.5,6
29/6/2014,24.2,14.2,19.2,2.5
30/6/2014,24.7,11.9,18.3,3.4
1/7/2014,28.1,8.8,18.45,5.7
2/7/2014,30.6,14.4,22.5,4.5
3/7/2014,33.4,15,24.2,6
4/7/2014,31.5,15.4,23.45,4
5/7/2014,30.1,14.3,22.2,6.1
6/7/2014,29.8,12.4,21.1,4.6
7/7/2014,27.5,14.8,21.15,3.6
8/7/2014,27.6,17.7,22.65,3.7
9/7/2014,29,15.4,22.2,3.5
10/7/2014,26.4,15.6,21,2.9
11/7/2014,24.7,11.2,17.95,2.3
12/7/2014,26.4,12.4,19.4,3.3
13/7/2014,28.1,11.8,19.95,4.4
14/7/2014,28,11,19.5,4.6
15/7/2014,27.6,11.2,19.4,2.9
16/7/2014,29.7,12.1,20.9,5.4
17/7/2014,30.4,13.1,21.75,4.8
18/7/2014,25.3,15,20.15,2.4
19/7/2014,25.2,13.4,19.3,3
20/7/2014,27.3,8.3,17.8,4.7
21/7/2014,29.7,9,19.35,2.7
22/7/2014,30.5,13.4,21.95,5.4
23/7/2014,29.8,13.7,21.75,6.9
24/7/2014,23.8,17,20.4,3.3
25/7/2014,15.3,11.9,13.6,0.2
26/7/2014,17.7,11.4,14.55,0.5
27/7/2014,20.3,14.2,17.25,0.7
28/7/2014,24,13,18.5,2.7
29/7/2014,26.8,13.4,20.1,4
30/7/2014,28.3,12.1,20.2,4
31/7/2014,28.4,12.2,20.3,3.9
1/8/2014,30,12.3,21.15,4.9
2/8/2014,31.1,12.8,21.95,4.8
3/8/2014,31.4,12.8,22.1,5.6
4/8/2014,31.6,14,22.8,5.5
5/8/2014,28,14.4,21.2,7.6
6/8/2014,30,10.6,20.3,5.2
7/8/2014,29.5,12.7,21.1,5
8/8/2014,29.2,11.2,20.2,6.6
9/8/2014,27.7,13.6,20.65,6.4
10/8/2014,29.7,13.1,21.4,4.8
11/8/2014,31.6,11.5,21.55,5.5
12/8/2014,32.9,13.6,23.25,6.7
13/8/2014,31.4,16,23.7,7.2
14/8/2014,24,11.5,17.75,6
15/8/2014,30.2,14.3,22.25,4.4
16/8/2014,30.6,14.4,22.5,6.4
17/8/2014,30.2,16,23.1,3.4
18/8/2014,30.4,14,22.2,5.5
19/8/2014,30.1,15.7,22.9,6.6
20/8/2014,31.4,11.8,21.6,6
21/8/2014,32.3,12.8,22.55,5.9
22/8/2014,32.8,14.8,23.8,7
23/8/2014,33.1,14.8,23.95,6.5
24/8/2014,32.6,15.1,23.85,7.4
25/8/2014,33.8,15,24.4,9
26/8/2014,32.7,17.8,25.25,6.8
27/8/2014,29.3,14.7,22,6.6
28/8/2014,31.6,14.8,23.2,5.7
29/8/2014,32,14,23,6.5
30/8/2014,33.8,14.9,24.35,7.4
31/8/2014,36.4,16.5,26.45,8.1
1/9/2014,27.3,17.2,22.25,3
2/9/2014,29.8,16.8,23.3,7.7
3/9/2014,31.6,17,24.3,6
4/9/2014,27.7,15.4,21.55,9.5
5/9/2014,30.2,12.7,21.45,6.5
6/9/2014,31.6,13.8,22.7,7.8
7/9/2014,31.8,14.2,23,7
8/9/2014,32.2,17.8,25,7.9
9/9/2014,32.4,14.8,23.6,8.6
10/9/2014,34.6,16.6,25.6,9.9
11/9/2014,35.8,17.1,26.45,7.7
12/9/2014,35.6,17.4,26.5,8.8
13/9/2014,33.7,15,24.35,8.6
14/9/2014,35.4,18.3,26.85,6.9
15/9/2014,35.5,18.8,27.15,9.6
16/9/2014,32.5,17.1,24.8,7.1
17/9/2014,35.1,17,26.05,8
18/9/2014,37.2,16.4,26.8,7.7
19/9/2014,36,21.6,28.8,8.2
20/9/2014,23.3,19,21.15,0.9
21/9/2014,28.8,18.2,23.5,4.1
22/9/2014,29.5,15,22.25,9.3
23/9/2014,34.9,13.2,24.05,6.8
24/9/2014,34.6,19.6,27.1,9.5
25/9/2014,28.8,18.2,23.5,2.4
26/9/2014,30.8,19.4,25.1,4.3
27/9/2014,28.9,19.3,24.1,3.1
28/9/2014,31.9,18.9,25.4,3.5
29/9/2014,35.8,20.6,28.2,9.9
30/9/2014,28.5,19.9,24.2,3.8
1/10/2014,33.7,21.2,27.45,7.7
2/10/2014,30.8,19.4,25.1,11.1
3/10/2014,30.6,13.6,22.1,10.1
4/10/2014,29.2,11.6,20.4,11.6
5/10/2014,30.3,11.8,21.05,8.3
6/10/2014,30.8,11,20.9,7.6
7/10/2014,30,13.6,21.8,5.4
8/10/2014,33.4,13.9,23.65,8.9
9/10/2014,35.6,16.8,26.2,9.1
10/10/2014,37.1,18,27.55,9.8
11/10/2014,37.9,19.2,28.55,9.2
12/10/2014,38.2,18.8,28.5,10.5
13/10/2014,38.4,20.6,29.5,10.6
14/10/2014,40.3,23.2,31.75,10.4
15/10/2014,40.7,24,32.35,13.2
16/10/2014,40.4,20,30.2,13.3
17/10/2014,40.2,24.4,32.3,7.7
18/10/2014,40.2,21.2,30.7,14.2
19/10/2014,37.2,21,29.1,9.5
20/10/2014,31,20.2,25.6,6
21/10/2014,31.8,18.4,25.1,9.8
22/10/2014,35,17.4,26.2,8.6
23/10/2014,33.4,19.6,26.5,8.1
24/10/2014,33.9,20.7,27.3,6.5
25/10/2014,22.7,19.3,21,0.1
26/10/2014,27.6,19,23.3,2.9
27/10/2014,31.6,20,25.8,5.7
28/10/2014,33.1,15.8,24.45,10.4
29/10/2014,34.9,15.8,25.35,8.7
30/10/2014,36,19.2,27.6,9.6
31/10/2014,33.6,22.3,27.95,10.3
1/11/2014,34.4,22,28.2,12.4
2/11/2014,34.3,20,27.15,5.6
3/11/2014,31.8,20.6,26.2,7.2
4/11/2014,28.8,20.9,24.85,5.3
5/11/2014,33.2,20.8,27,8.9
6/11/2014,33.4,20.4,26.9,5.4
7/11/2014,33.4,21.2,27.3,11.9
8/11/2014,28.1,19.1,23.6,3.1
9/11/2014,31.8,21,26.4,7.4
10/11/2014,32.8,18.4,25.6,8.9
11/11/2014,33.5,17.3,25.4,7.5
12/11/2014,30,20.3,25.15,5.4
13/11/2014,31.4,19.1,25.25,8
14/11/2014,31.9,20,25.95,5.8
15/11/2014,31.2,17,24.1,8.4
16/11/2014,30.5,15.6,23.05,8.2
17/11/2014,32.6,15.7,24.15,9
18/11/2014,32.4,16.3,24.35,8.4
19/11/2014,32.6,18.8,25.7,8.2
20/11/2014,32.7,20.8,26.75,8.5
21/11/2014,33.2,21.2,27.2,5.7
22/11/2014,32.2,20.3,26.25,4.1
23/11/2014,29.2,19.9,24.55,3.5
24/11/2014,29.3,21,25.15,5.5
25/11/2014,29.2,20.1,24.65,6.7
26/11/2014,29,21,25,4.9
27/11/2014,29.8,22,25.9,2.9
28/11/2014,29.6,21.3,25.45,3.8
29/11/2014,26.6,19.3,22.95,2.4
30/11/2014,24.9,21.4,23.15,2.9
1/12/2014,28.5,20.8,24.65,6.2
2/12/2014,26.4,18.8,22.6,4.9
3/12/2014,29.5,18,23.75,4.1
4/12/2014,33.8,19.6,26.7,7.2
5/12/2014,30.5,19,24.75,5.3
6/12/2014,30.1,17.6,23.85,3.5
7/12/2014,29.6,18.5,24.05,5.7
8/12/2014,28.8,20,24.4,6.3
9/12/2014,28.7,20.9,24.8,4.3
10/12/2014,30.4,19.7,25.05,5.5
11/12/2014,29.5,20.2,24.85,2
12/12/2014,30.4,20.4,25.4,6
13/12/2014,24.3,19.8,22.05,1.4
14/12/2014,31.6,21,26.3,5.3
15/12/2014,31.2,17.1,24.15,7.5
16/12/2014,32.8,16.8,24.8,5.2
17/12/2014,33.9,19.6,26.75,5.9
18/12/2014,33.8,21.6,27.7,5.7
19/12/2014,32.4,21.4,26.9,6.9
20/12/2014,31.6,21.4,26.5,4
21/12/2014,28.4,21.3,24.85,4
22/12/2014,31.3,21.6,26.45,5.2
23/12/2014,29.6,21.3,25.45,4.2
24/12/2014,30.6,20,25.3,5.8
25/12/2014,32.5,21.6,27.05,4.4
26/12/2014,34.8,21,27.9,7.8
27/12/2014,34.9,20,27.45,7.2
28/12/2014,34.1,21.4,27.75,8.3
29/12/2014,33.8,21.4,27.6,8.3
30/12/2014,33.9,20.3,27.1,7.1
31/12/2014,29.7,21.1,25.4,2.7
