10,9,9,"77,9831026319"
9,8,10,"77,981139085"
10,2,4,"77,9752223638"
9,5,9,"77,9735708853"
9,7,10,"77,9727513428"
9,7,9,"77,9679519464"
9,2,8,"77,9658965123"
5,7,6,"77,9653632904"
5,6,9,"77,9622002932"
8,6,10,"77,9610345017"
9,6,9,"77,9583276978"
9,5,10,"77,9580566931"
9,8,4,"77,9579237426"
7,7,9,"77,957471281"
10,5,7,"77,9574385386"
10,8,9,"77,9573089195"
9,4,9,"77,956977813"
8,3,8,"77,9567308329"
10,10,10,"77,956709963"
9,6,10,"77,9557336794"
8,3,7,"77,9552210126"
9,6,8,"77,9547329719"
8,6,8,"77,9540216853"
10,7,10,"77,9536044078"
10,5,8,"77,9535407805"
6,4,10,"77,9529790037"
8,7,10,"77,9528219999"
9,4,10,"77,9526240963"
7,6,10,"77,9525669189"
10,7,8,"77,9519547891"
5,4,10,"77,9517789385"
10,6,10,"77,9517497519"
5,7,10,"77,9517108892"
7,5,10,"77,9514995783"
5,4,9,"77,9513509283"
9,8,9,"77,9508532256"
6,6,10,"77,9507104112"
7,4,10,"77,9497858361"
10,4,10,"77,9497641136"
8,3,10,"77,9495296676"
8,4,8,"77,9492238957"
8,5,9,"77,9489990078"
7,10,4,"77,9488367994"
4,10,10,"77,9486163794"
5,5,10,"77,9482674353"
8,4,10,"77,9480950192"
9,4,8,"77,9479253222"
4,4,10,"77,9476891605"
7,10,10,"77,9473172611"
10,5,9,"77,9471649088"
5,6,10,"77,9464382261"
8,5,8,"77,9464059765"
6,3,10,"77,9463464553"
6,5,9,"77,9455347599"
6,7,10,"77,9452316012"
5,10,10,"77,9448028255"
8,5,10,"77,9447121456"
7,5,9,"77,9445080848"
5,3,10,"77,9442399322"
5,10,9,"77,9442213313"
8,4,9,"77,9439283322"
4,6,9,"77,9438459223"
4,6,10,"77,9434864183"
8,8,10,"77,9434662532"
7,8,9,"77,9434042776"
5,3,9,"77,9432543103"
7,4,9,"77,9423294217"
9,3,9,"77,9422054542"
6,8,9,"77,942157128"
10,7,7,"77,9420677787"
4,10,8,"77,9420011784"
6,9,10,"77,941986462"
5,6,7,"77,9417895358"
6,8,10,"77,9417839244"
9,7,7,"77,9416424407"
9,5,7,"77,9413579911"
5,5,8,"77,9412459521"
9,5,8,"77,9410024592"
4,10,9,"77,9408795413"
6,2,4,"77,9407742422"
5,5,9,"77,9405785082"
5,9,10,"77,9405674498"
6,4,8,"77,9403144177"
10,3,9,"77,9402183145"
8,5,7,"77,9400077488"
6,10,9,"77,9399828555"
6,5,10,"77,9395379525"
9,9,9,"77,9393613616"
6,5,8,"77,939213264"
7,3,9,"77,9390002467"
7,5,8,"77,9389216698"
6,6,8,"77,9386853559"
8,6,9,"77,938612148"
8,9,9,"77,9383688778"
4,10,7,"77,9380402471"
7,9,9,"77,9379908036"
7,4,8,"77,9379754385"
4,3,10,"77,9376339506"
5,8,10,"77,9376208112"
6,5,7,"77,9375192323"
5,10,8,"77,9372265976"
8,7,9,"77,9365177663"
6,9,7,"77,9363260445"
10,4,6,"77,936256764"
9,6,7,"77,9358435426"
7,7,7,"77,9356849834"
9,10,10,"77,9354040282"
8,3,9,"77,9353730554"
6,4,9,"77,9349649653"
9,4,6,"77,9348656821"
5,10,7,"77,9348042605"
5,3,8,"77,9346502647"
8,10,9,"77,9346309194"
6,3,9,"77,9346033192"
4,4,9,"77,9345796542"
7,5,7,"77,9345112116"
6,6,9,"77,9344897998"
5,6,8,"77,9344026905"
6,3,7,"77,9343249596"
10,3,10,"77,9339674462"
9,3,10,"77,9338034803"
4,8,9,"77,9337555697"
5,9,9,"77,9333784378"
3,10,8,"77,9329097033"
9,4,7,"77,932676524"
8,6,7,"77,9325540695"
3,10,9,"77,9324366463"
7,3,8,"77,9322319301"
4,3,9,"77,9322038158"
8,10,10,"77,9321597091"
8,7,6,"77,932149498"
5,9,8,"77,9319213016"
7,3,10,"77,9319100882"
9,10,8,"77,9317412843"
5,2,9,"77,9313311004"
4,4,7,"77,9312966156"
10,8,8,"77,9312819984"
6,10,3,"77,9310487044"
6,10,6,"77,9309661348"
5,4,6,"77,9306469555"
8,2,10,"77,9305818377"
6,9,9,"77,9304968998"
6,9,8,"77,9304954449"
9,3,8,"77,9303154376"
4,9,8,"77,9301983455"
9,3,3,"77,9300541733"
8,9,8,"77,9298851216"
8,4,7,"77,9297844191"
4,10,6,"77,929716485"
5,3,7,"77,9296798016"
4,7,9,"77,9295907362"
4,3,7,"77,9295181733"
5,8,9,"77,9293234155"
7,2,10,"77,928999818"
10,10,9,"77,9288665935"
4,9,10,"77,9287124019"
6,8,3,"77,9285184722"
7,9,8,"77,9282934267"
5,10,6,"77,9280081038"
6,3,8,"77,9279482889"
7,3,6,"77,9279269463"
9,5,6,"77,9278796823"
4,9,9,"77,927876213"
4,9,7,"77,9274958983"
3,10,10,"77,9273643701"
10,9,7,"77,9273307109"
8,10,8,"77,9268530865"
5,4,8,"77,9268441442"
8,4,6,"77,926648253"
10,10,7,"77,9266347931"
9,3,7,"77,9263856247"
6,2,10,"77,9260743993"
4,8,7,"77,925995356"
4,8,10,"77,9257185904"
4,4,6,"77,9257150673"
6,2,8,"77,9256040166"
5,5,7,"77,9255055074"
6,10,10,"77,9249962975"
5,4,7,"77,9248700089"
4,9,6,"77,9247440548"
8,5,6,"77,9246334278"
8,6,6,"77,9245346371"
10,2,8,"77,9244408358"
6,2,9,"77,9241139559"
4,5,9,"77,9241012411"
4,2,9,"77,923970127"
6,4,6,"77,9237619048"
10,9,10,"77,9236755562"
10,8,7,"77,9233549668"
3,8,10,"77,923251947"
9,9,7,"77,9227543039"
3,9,9,"77,9227284989"
4,10,5,"77,9223348347"
7,9,7,"77,9221128956"
7,10,6,"77,9218115186"
9,3,6,"77,9207316531"
9,10,5,"77,9206931443"
10,10,5,"77,9205987393"
7,9,10,"77,9205124538"
6,4,7,"77,920465458"
4,8,6,"77,9200378882"
5,10,5,"77,9197011703"
4,9,5,"77,9195713255"
6,2,7,"77,919221976"
4,5,5,"77,9186194995"
7,2,7,"77,9186137531"
4,7,8,"77,9185972204"
6,9,6,"77,9184466418"
5,7,9,"77,91826285"
9,7,5,"77,9182324241"
4,7,7,"77,9182035298"
7,10,9,"77,91791633"
5,8,6,"77,9177949995"
7,4,7,"77,9174310077"
6,10,7,"77,9174148531"
4,8,8,"77,9173083169"
7,4,6,"77,916968167"
8,8,9,"77,9168847908"
10,9,6,"77,9168776365"
10,10,6,"77,9168767366"
6,5,6,"77,9167376112"
7,8,10,"77,9165524105"
4,5,6,"77,9164094197"
8,9,5,"77,9163585354"
6,8,7,"77,9162773068"
5,7,8,"77,9161688204"
10,10,3,"77,9159346436"
4,4,8,"77,915902485"
7,9,5,"77,9146217949"
4,3,6,"77,9145706471"
9,9,5,"77,9144744303"
7,3,7,"77,9144448142"
3,7,8,"77,9144376958"
5,2,10,"77,9142751962"
4,2,8,"77,914242727"
6,6,7,"77,9142030234"
5,8,7,"77,9140178636"
5,7,7,"77,9139527753"
10,2,9,"77,9139246805"
5,8,8,"77,9136911203"
8,3,6,"77,9134677557"
5,9,5,"77,9133472346"
10,2,7,"77,9132245925"
7,4,5,"77,9131765785"
10,2,6,"77,912951952"
4,8,5,"77,9129041846"
10,2,3,"77,912856921"
4,10,4,"77,912434124"
6,9,5,"77,9124090604"
4,7,10,"77,9120963276"
3,3,8,"77,911817828"
6,3,6,"77,9118171313"
8,5,5,"77,9117588865"
8,2,6,"77,9111343859"
10,8,5,"77,9111039686"
8,6,2,"77,9105975173"
3,2,10,"77,9102226702"
5,5,3,"77,9098671806"
5,9,6,"77,9098497983"
10,9,5,"77,9095333366"
5,8,5,"77,9093191375"
4,6,7,"77,9092021492"
9,10,9,"77,9087556315"
6,4,5,"77,9087215362"
7,2,6,"77,9086152289"
6,3,5,"77,9081819076"
3,8,8,"77,9080027425"
8,7,5,"77,9078535337"
9,2,10,"77,9077714622"
8,2,8,"77,9077612417"
3,8,6,"77,9077070704"
8,4,5,"77,9075272984"
6,4,4,"77,9072123801"
4,9,4,"77,907092927"
9,3,5,"77,9068785189"
6,8,5,"77,9067804828"
3,10,7,"77,9067534965"
7,10,8,"77,9067222215"
4,5,7,"77,906570822"
9,8,8,"77,9065533511"
6,7,9,"77,9064947435"
5,9,4,"77,9059267063"
3,4,10,"77,9057822743"
10,2,5,"77,9053052278"
10,8,10,"77,9051428264"
8,2,7,"77,9047312578"
9,10,6,"77,9046910717"
6,9,4,"77,904360506"
3,9,8,"77,9043375722"
6,10,4,"77,9043050127"
9,9,8,"77,9041693053"
7,8,7,"77,9039198139"
9,9,10,"77,9038477396"
7,8,6,"77,9038449967"
5,7,5,"77,9030629775"
7,2,9,"77,9029639814"
3,10,4,"77,9020720469"
10,8,3,"77,9016764592"
4,2,10,"77,9014789207"
3,8,9,"77,9012722639"
6,7,8,"77,9004997055"
5,3,5,"77,900402022"
10,6,7,"77,9002462893"
6,10,8,"77,8999610274"
8,3,5,"77,8994394354"
5,10,4,"77,8991526677"
4,7,5,"77,8990123603"
7,10,5,"77,8989713085"
4,7,6,"77,8988644559"
5,6,6,"77,8988105434"
10,7,9,"77,898470017"
8,5,4,"77,8983381734"
5,10,3,"77,8982631745"
4,8,4,"77,8982532568"
8,8,8,"77,898137754"
6,7,6,"77,8981313117"
6,10,5,"77,8975024393"
7,6,6,"77,8974053006"
8,10,5,"77,8972517421"
3,9,5,"77,8971836258"
7,2,5,"77,8971547717"
8,10,6,"77,8969496288"
8,2,9,"77,896863318"
5,2,6,"77,8965856042"
3,7,10,"77,8954372896"
4,6,6,"77,894789004"
10,7,6,"77,8945243405"
8,9,10,"77,8942591357"
8,8,6,"77,8942262808"
7,8,8,"77,8941278059"
8,9,6,"77,893755155"
5,4,2,"77,8937003957"
9,3,4,"77,8935561192"
3,6,7,"77,8931594703"
7,5,4,"77,8929213952"
7,8,5,"77,892665394"
9,10,4,"77,8925892201"
5,3,4,"77,8922628233"
9,10,7,"77,8922398089"
9,6,3,"77,8911821999"
8,3,4,"77,8910487469"
10,9,4,"77,8910330245"
5,4,4,"77,8909735845"
3,9,6,"77,8907036369"
5,2,8,"77,890384119"
10,6,9,"77,8903477955"
5,7,4,"77,8899831792"
4,10,3,"77,8899155332"
7,10,3,"77,8898448269"
5,5,5,"77,8895559233"
4,7,4,"77,8886544213"
7,7,8,"77,8884739673"
3,7,5,"77,8883144346"
7,5,3,"77,887926065"
3,10,5,"77,887698008"
8,10,7,"77,8876532389"
8,7,7,"77,8876308571"
10,9,8,"77,8874945557"
4,9,3,"77,8874507091"
3,8,5,"77,8874324582"
7,6,8,"77,886707023"
3,7,6,"77,8864502652"
8,7,8,"77,8861168963"
6,7,4,"77,8853548026"
5,6,5,"77,885271849"
8,9,3,"77,8851821667"
10,10,8,"77,8850577241"
6,8,8,"77,8850419258"
6,3,4,"77,8850371026"
3,6,5,"77,8844932255"
6,7,5,"77,8841277577"
5,9,3,"77,8840376335"
5,8,4,"77,8834405168"
7,7,5,"77,8834292829"
5,9,7,"77,8834095656"
10,4,9,"77,882645957"
4,8,3,"77,8824297582"
6,5,2,"77,8822223965"
3,8,7,"77,8819531062"
9,9,6,"77,8818013914"
8,8,4,"77,8811905276"
9,7,8,"77,8811050514"
9,2,6,"77,8809755963"
3,10,6,"77,8808414339"
7,6,5,"77,8806464395"
4,6,5,"77,8804979361"
3,6,9,"77,8804909714"
7,3,4,"77,8803116531"
6,8,4,"77,8799740537"
3,5,9,"77,8792606827"
8,9,4,"77,8790360463"
10,5,10,"77,8785828453"
10,10,4,"77,8785101997"
9,2,9,"77,8783877699"
8,8,7,"77,8779458302"
8,10,3,"77,8774145053"
10,2,10,"77,8769997184"
10,6,8,"77,8768366141"
10,6,4,"77,8766679185"
9,8,7,"77,8765424076"
4,6,3,"77,8764494472"
7,7,10,"77,8763384643"
8,6,4,"77,8763083345"
8,8,5,"77,8760847933"
6,8,6,"77,8759968892"
7,6,9,"77,8756290164"
6,7,7,"77,8755749569"
9,8,6,"77,8749247008"
3,5,5,"77,8744961692"
4,6,8,"77,873883488"
3,9,10,"77,8738648054"
7,9,4,"77,8737551541"
8,9,7,"77,8728644623"
5,6,4,"77,8725903747"
5,5,6,"77,8725075706"
3,6,10,"77,8722057113"
8,3,3,"77,8721845224"
3,8,4,"77,8716318951"
7,10,7,"77,8715636164"
5,7,3,"77,8711598074"
10,3,6,"77,8710046853"
3,5,10,"77,8706077562"
7,8,4,"77,8701382522"
6,4,3,"77,8691981579"
8,10,4,"77,8690675964"
7,6,7,"77,8683449079"
4,6,4,"77,8682870202"
5,8,3,"77,8682103526"
9,7,6,"77,8679893553"
3,4,5,"77,8677913853"
7,4,3,"77,8676908118"
3,7,4,"77,8674049231"
6,7,3,"77,8673875686"
10,7,5,"77,8668490613"
9,8,5,"77,8665956614"
4,5,8,"77,8663650807"
9,6,6,"77,8662497332"
3,5,4,"77,8662416565"
10,4,5,"77,8660356847"
10,8,6,"77,8659273962"
3,9,4,"77,8656354134"
8,2,5,"77,8654248222"
