MES,ANO,TMAX,TMIN,ETP
1,1990,30.3645161290323,20.7803225806452,3.80917987471721
2,1990,30595,19.3739285714286,3.92248555408862
3,1990,31.6429032258064,20.481935483871,3.6849837154514
4,1990,28.6346666666667,19.2376666666667,2.78283156791863
5,1990,23.4474193548387,13.3245161290323,1.87435238622852
6,1990,22.4046666666667,11.9733333333333,1.58882807543276
7,1990,20.3987096774194,8.80451612903226,1.33190662057548
8,1990,25.4309677419355,12.8503225806452,1.85800027792518
9,1990,25413,12.1413333333333,2.2905425205337
10,1990,29.6209677419355,18.45,3.23099585622077
11,1990,29.9016666666667,19.7853333333333,3.58032143952815
12,1990,31.2145161290323,20.5635483870968,3.96063508490112
1,1991,33.0774193548387,20.881935483871,4.26614825068184
2,1991,30.6603571428571,18.8621428571429,4.0004086435187
3,1991,30.1987096774193,19.7925806451613,3.58217955695562
4,1991,29.6036666666667,17445,3.12153088816112
5,1991,25.7141935483871,14.1661290322581,2.220756071327
6,1991,24.1023333333333,13.45,1.61774577790363
7,1991,24.2825806451613,10.8209677419355,1.50134127505916
8,1991,27.8506451612903,13.6167741935484,1.8218440197408
9,1991,31.4506666666667,17.1836666666667,2.54086447988382
10,1991,30.3593548387097,17.3229032258065,3.23418554877238
11,1991,32.5206666666667,19.25,3.937724772775
12,1991,30.7790322580645,21.0148387096774,3.73358740419746
1,1992,33.09,21.3858064516129,4.33994340893728
2,1992,32.7706896551724,21.8520689655172,4.04079713422538
3,1992,27.9216129032258,19.4129032258064,3.29318745155529
4,1992,26545,16.6786666666667,2.83930897246031
5,1992,24.6454838709677,16.1448387096774,2.0941801393306
6,1992,24484,14.9633333333333,1.66074656457001
7,1992,20.498064516129,9.17741935483871,1.35736450439686
8,1992,23.6829032258064,11.6993548387097,1.67480266596309
9,1992,24.3586666666667,13.5496666666667,2.11992814790052
10,1992,27.9796774193548,17.8870967741936,2.91017058885687
11,1992,27.9303333333333,17.5476666666667,3.344657554992
12,1992,29.711935483871,19.9967741935484,3.89108130944627
1,1993,29.9235483870968,20.9983870967742,3.78248827194626
2,1993,28.8057142857143,18.4242857142857,3.88251764922605
3,1993,30.8187096774194,20.1770967741935,3.89474165431122
4,1993,29.3456666666667,18165,3.31215583757797
5,1993,25.4987096774194,14.0958064516129,2.2718193859596
6,1993,23803,12189,1.76393693358363
7,1993,22.6803225806452,10.6364516129032,1.40661485025747
8,1993,25.7267741935484,12.0829032258065,1.69842818241467
9,1993,28.4656666666667,15.5716666666667,2.2205454746729
10,1993,30.2267741935484,18.7641935483871,2.95808994231812
11,1993,29948,17.3196666666667,3.54838603740891
12,1993,30.1412903225806,20.63,3.67385624215591
1,1994,30.7609677419355,19.88,4.04000505084923
2,1994,29.9632142857143,20.8867857142857,3.83089524189099
3,1994,30.1277419354839,18.731935483871,3.77306272734239
4,1994,27.9123333333333,17.1606666666667,3.20983939280903
5,1994,26.4016129032258,15.8683870967742,2.49385797003682
