Mês,Ano,Tmáx,Tmin,ETP
1,1990,30.1974193548387,21.0938709677419,3.62026736069162
2,1990,31.6425,19.7903571428571,3.99358948501618
3,1990,33.0567741935484,21.1651612903226,3.80808830358468
4,1990,30.2963333333333,19.9626666666667,2.92774582797749
5,1990,24.4996774193548,13.7932258064516,1.92655257272256
6,1990,23.5136666666667,12.5063333333333,1.65975422862785
7,1990,21.7125806451613,9.32935483870968,1.35853595710221
8,1990,27.0341935483871,13.1329032258065,1.96201863406378
9,1990,27118,12.6326666666667,2.40769193657147
10,1990,31.3138709677419,18.7125806451613,3.40162175520482
11,1990,30.7456666666667,20.5076666666667,3.56034519972166
12,1990,31.9683870967742,21.2,3.90894900384073
1,1991,33.4870967741935,21.3770967741936,4.21106613994233
2,1991,32.8075,19.5232142857143,4.24609668043645
3,1991,31.3861290322581,20.1583870967742,3.6926376955253
4,1991,30.6233333333333,18.0996666666667,3.16177715472683
5,1991,27.2867741935484,14.5293548387097,2.33656683024138
6,1991,25.5636666666667,13901,1.71077504337776
7,1991,25.4393548387097,11.158064516129,1.54237352260547
8,1991,29.2309677419355,14.3303225806452,1.87681467024489
9,1991,33191,17.8186666666667,2.63408769694977
10,1991,32.0532258064516,18.0841935483871,3.32683534685004
11,1991,33.8593333333333,20.0506666666667,3.97757703537057
12,1991,31.8287096774194,21.5277419354839,3.786006393384
1,1992,33.9148387096774,21.7509677419355,4.37415705273372
2,1992,34.2789655172414,22.0765517241379,4.14895196082256
3,1992,29.0206451612903,20.1203225806452,3.33148615845291
4,1992,27.5586666666667,17.2563333333333,2.89097982309223
5,1992,25.5974193548387,16.618064516129,2.15476200712732
6,1992,25.3553333333333,15.2493333333333,1.72559483064126
7,1992,21.9916129032258,10.1358064516129,1.40059533554967
8,1992,25.8403225806452,12.2729032258065,1.79664091584676
9,1992,25.7976666666667,14.3403333333333,2.18694957896321
10,1992,29.1887096774194,18.6825806451613,2.89506205238921
11,1992,29467,18.4476666666667,3.43300144890391
12,1992,32.4022580645161,20.7803225806452,4.11886243467262
1,1993,32.3825806451613,21.6993548387097,3.99508861949311
2,1993,29.7739285714286,19.2378571428571,3.87376407745126
3,1993,31.7558064516129,20.7441935483871,3.90089993075703
4,1993,30597,18599,3.37348147029293
5,1993,26.9896774193548,14.5390322580645,2.36277532355156
6,1993,24.5733333333333,12.1756666666667,1.84053867613826
7,1993,24.1603225806452,11.1948387096774,1.50741703098026
8,1993,26.9735483870968,12.4838709677419,1.7536047067307
9,1993,30.4756666666667,16524,2.3022162442748
10,1993,32.4970967741935,19.4861290322581,3.10073946220341
11,1993,33.2123333333333,18.3953333333333,3.78161114325266
12,1993,31.3148387096774,21.4893548387097,3.77379161956742
1,1994,31.5051612903226,20.5506451612903,3.98992331728591
2,1994,30.8367857142857,21.4942857142857,3.85290001989958
3,1994,31.3377419354839,19.2935483870968,3.84884020045157
4,1994,30.3336666666667,18.1616666666667,3.41216616588779
5,1994,28.3270967741936,16.3541935483871,2.64866276856737
6,1994,24.6003333333333,12.7366666666667,1.88877562003376
7,1994,25.8764516129032,11.8190322580645,1.59621157172957
8,1994,30.5193548387097,13.3935483870968,1.84216826662354
9,1994,34313,17.8906666666667,2.41213281215512
10,1994,32.3003225806452,20.1990322580645,2.95150159027327
11,1994,31.6063333333333,20.1786666666667,3.638676359002
12,1994,31.8635483870968,21.738064516129,3.74739953623658
1,1995,29.6512903225806,21.9509677419355,3.49199097912608
2,1995,30.3246428571429,21.3671428571429,3.77213359116167
3,1995,30.7190322580645,20.2422580645161,3.80141025667509
4,1995,28.4566666666667,15.5453333333333,3.37566451139704
5,1995,27.1377419354839,13.6351612903226,2.73375480298664
6,1995,28.2343333333333,13.9536666666667,2.09657566343754
7,1995,28.9758064516129,15.1412903225806,1.69189369329908
8,1995,32.8861290322581,15.6996774193548,1.72871980401021
9,1995,34642,18.5806666666667,2.13912274684146
10,1995,29.7425806451613,16.5274193548387,2.69586141577875
11,1995,31.3913333333333,19.0743333333333,3.45257121778989
12,1995,32.6645161290323,20.8593548387097,4.00695813383833
1,1996,30.7196774193548,21.8206451612903,3.59583354261126
2,1996,29.9303448275862,21.2489655172414,3.70989197601907
3,1996,29.3858064516129,20.3964516129032,3.65230649712435
4,1996,28.1026666666667,18.0433333333333,3.23933180358896
5,1996,26.3716129032258,15.5951612903226,2.74766686274107
6,1996,23.1383333333333,11.2486666666667,1.95938768472927
7,1996,25.1648387096774,9.86129032258065,1.72464280888874
8,1996,30.8935483870968,15.5493548387097,1.82394991176428
9,1996,30.2096666666667,14891,2.02305214062517
10,1996,31.5793548387097,18.9741935483871,2.78323435671457
11,1996,30.1186666666667,19.9843333333333,3.20253264781656
12,1996,30.648064516129,21.2793548387097,3.46968462938411
1,1997,29.6345161290323,21.5712903225806,3.52711088211173
2,1997,29.8371428571429,21.6528571428571,3.61037943325556
3,1997,29.29,19.2267741935484,3.72814721821252
4,1997,27.9096666666667,15.9586666666667,3.40296492607904
5,1997,26.3235483870968,13.9493548387097,2.86042747921052
6,1997,23.1143333333333,13.0413333333333,1.85449928825933
7,1997,26.0051612903226,13.1887096774194,1.78047396729394
8,1997,27.7516129032258,13.2816129032258,1.65468181726727
9,1997,34.4036666666667,18.4853333333333,2.24446579030442
10,1997,33.0741935483871,19.6529032258065,2.67110350374971
11,1997,31.1863333333333,21658,3.08889171296554
12,1997,30.2941935483871,20.9987096774194,3.42440476859949
1,1998,33.2245161290323,22.4458064516129,4.09358764592772
2,1998,32.1064285714286,22.5310714285714,3.88687467626729
3,1998,30.2535483870968,21.2735483870968,3.69079950022811
4,1998,27.9226666666667,18.3553333333333,3.17816678744901
5,1998,23.9167741935484,13.4054838709677,2.69387974379858
6,1998,24.3553333333333,12.3276666666667,2.19547330162229
7,1998,27.6390322580645,14.0548387096774,1.94579877821485
8,1998,27.7358064516129,15.56,1.76368431212026
9,1998,27267,15.57,1.85279313521206
10,1998,29.5790322580645,18.4216129032258,2.40743922374875
11,1998,31.7133333333333,19.6,3.25545198328484
12,1998,31.4145161290323,19.9187096774194,3.63627895304094
1,1999,30.9625806451613,21.6183870967742,3.73094207157676
2,1999,31.2542857142857,21.7517857142857,3.9510707278671
3,1999,31.6064516129032,21.5874193548387,3.97422750791559
4,1999,28.9186666666667,16.8623333333333,3.58313482495598
5,1999,26.6354838709677,13.041935483871,2.96560473705541
6,1999,25.1063333333333,12.5563333333333,2.40432309653301
7,1999,25.8725806451613,13.1554838709677,1.90290634986225
8,1999,29.8509677419355,12.7032258064516,1.65458413741599
9,1999,32.8856666666667,16.2473333333333,1.89500626125257
10,1999,35.268064516129,19.3251612903226,2.43188555107187
11,1999,33.7086666666667,17.8693333333333,3.11724113486616
12,1999,34.4674193548387,21.8041935483871,3.82880483002311
1,2000,34.5841935483871,22.3103225806452,4.16372987777676
2,2000,32.2986206896552,21.6568965517241,3.94725225857865
3,2000,29.7506451612903,20.6235483870968,3.61612565090923
4,2000,31.3033333333333,17.8416666666667,3.94507416357558
5,2000,26.6832258064516,13.2235483870968,3.11777824885759
6,2000,25937,14347,2.34536371255118
7,2000,22.8154838709677,8.26967741935484,1.67036138840761
8,2000,28.5464516129032,14.3351612903226,1.7360578555037
9,2000,27344,15.6756666666667,1.68271333125663
10,2000,32.2751612903226,18.9167741935484,2.50547153975327
11,2000,31.2323333333333,19.5513333333333,3.00863412414887
12,2000,30.8487096774194,19.9312903225806,3.41564422039845
1,2001,30.9006451612903,21.4396774193548,3.62492141090441
2,2001,29.4817857142857,21.5867857142857,3.48713302510993
3,2001,29.6674193548387,20.8854838709677,3.71837082849508
4,2001,29315,19.3483333333333,3.60872250855986
