2,2,2,44.77274035379057
2,2,3,44.74365308821556
2,2,4,44.798196358104015
2,2,5,44.799913945559375
2,2,6,44.801415806197234
2,2,7,44.800092103512554
2,2,8,44.79551044929371
2,2,9,44.792524976221095
2,2,10,44.7876282079713
2,3,2,42.86069900704285
2,3,3,44.80962497871595
2,3,4,44.79801292712168
2,3,5,44.85243861792131
2,3,6,44.80570789203791
2,3,7,44.81158284032881
2,3,8,44.7981531759241
2,3,9,44.79077733704305
2,3,10,44.79853930260058
2,4,2,44.744531113402
2,4,3,44.80646039237661
2,4,4,44.83071615514365
2,4,5,44.8431948412448
2,4,6,44.842540987282185
2,4,7,44.80918536610661
2,4,8,44.80592694058085
2,4,9,44.80395096390059
2,4,10,44.815184633287885
2,5,2,38.604458936855366
2,5,3,44.811534599260675
2,5,4,44.83003722329294
2,5,5,44.834955170183456
2,5,6,44.837495140834825
2,5,7,44.82644390206556
2,5,8,44.825314874994085
2,5,9,44.818682097018254
2,5,10,44.96364742398
2,6,2,44.63360902610652
2,6,3,44.81044837692147
2,6,4,44.82483277323219
2,6,5,44.82998264790963
2,6,6,44.83049559176546
2,6,7,44.83029034829826
2,6,8,44.82367090358313
2,6,9,44.8192850575918
2,6,10,44.81485952756526
2,7,2,42.801754732230954
2,7,3,44.80225154779174
2,7,4,44.81574359859797
2,7,5,44.81724121864074
2,7,6,44.826652638716176
2,7,7,44.91532526279512
2,7,8,44.92248875573944
2,7,9,44.81520103274496
2,7,10,44.805233256381975
2,8,2,42.80250743579326
2,8,3,44.781078775110736
2,8,4,44.7984029386955
2,8,5,44.817925836998334
2,8,6,44.8017231470335
2,8,7,44.8129542794703
2,8,8,44.814064144208984
2,8,9,44.80951105270928
2,8,10,44.804552348451885
2,9,2,33.49276231678805
2,9,3,44.7745707332834
2,9,4,44.80156181059329
2,9,5,44.89610247301687
2,9,6,44.80031740700735
2,9,7,44.8102772676936
2,9,8,44.80917638252487
2,9,9,44.80200312094584
2,9,10,44.79260733511739
2,10,2,44.350635208632035
2,10,3,44.821284316371454
2,10,4,44.87342022617031
2,10,5,44.897268724432585
2,10,6,44.804755415107714
2,10,7,44.80647111271423
2,10,8,44.800923236886256
2,10,9,44.799084160879524
2,10,10,44.92653587245234
3,2,2,44.537773820360066
3,2,3,44.81116710915217
3,2,4,44.818013188244755
3,2,5,44.815582705125706
3,2,6,44.81769198291429
3,2,7,44.81090915819211
3,2,8,44.80003237373699
3,2,9,44.79101300241394
3,2,10,44.78400811548111
3,3,2,44.71275291437865
3,3,3,44.81780900799037
3,3,4,44.87145223740486
3,3,5,44.854032424927055
3,3,6,44.85871606272681
3,3,7,44.85400657658789
3,3,8,44.890858466709716
3,3,9,44.81667858078219
3,3,10,44.830106354784256
3,4,2,44.71722270401334
3,4,3,44.88400544083212
3,4,4,44.91026472552455
3,4,5,44.89340030660722
3,4,6,44.905403398034515
3,4,7,44.87930253986351
3,4,8,44.864403246607154
3,4,9,44.85278577677388
3,4,10,44.84618691575475
3,5,2,42.31807088899281
3,5,3,44.867976494404346
3,5,4,44.89618650570763
3,5,5,44.89626453537146
3,5,6,44.91419755473752
3,5,7,44.89975297432923
3,5,8,44.88818366035549
3,5,9,45.04432487320105
3,5,10,44.87552833980185
3,6,2,44.77332989936828
3,6,3,44.79911905411914
3,6,4,44.88829190558489
3,6,5,44.92407146686243
3,6,6,44.901468334600914
3,6,7,45.02403272657484
3,6,8,44.8932538034196
3,6,9,44.88075861648234
3,6,10,44.87062452412346
3,7,2,44.78766047636258
3,7,3,44.857154381272856
3,7,4,44.87653208937208
3,7,5,44.89087217659099
3,7,6,44.89081720051123
3,7,7,44.882865058381036
3,7,8,44.88390940029307
3,7,9,45.03657289765343
3,7,10,44.868599134050314
3,8,2,43.668941361604546
3,8,3,44.839436796580564
3,8,4,44.874699273861815
3,8,5,44.87842384266228
3,8,6,44.881719388180294
3,8,7,44.87823316760543
3,8,8,44.87997247565986
3,8,9,44.85475256257243
3,8,10,44.85872022452161
3,9,2,44.77149849422158
3,9,3,44.847586348797584
3,9,4,44.85278197161887
3,9,5,44.87066243948117
3,9,6,44.86505266613158
3,9,7,44.87619695569601
3,9,8,44.86862039559399
3,9,9,44.8580898840653
3,9,10,44.86119848247315
3,10,2,42.94578080679295
3,10,3,44.848029553701515
3,10,4,44.851079849544966
3,10,5,44.86101581961821
3,10,6,44.87047978251712
3,10,7,44.86169774545467
3,10,8,44.86204875210896
3,10,9,45.01646986570373
3,10,10,44.85561682406036
4,2,2,43.69621859163496
4,2,3,44.822116763698205
4,2,4,44.888693846147156
4,2,5,44.83394258790768
4,2,6,44.944519607588866
4,2,7,44.82340280038119
4,2,8,44.80999686647903
4,2,9,44.80297454210277
4,2,10,44.79638104893676
4,3,2,44.7223794977287
4,3,3,44.772335078147016
4,3,4,44.85203047902473
4,3,5,44.845574062590835
4,3,6,44.83301671793769
4,3,7,44.83900392294808
4,3,8,44.82300898125429
4,3,9,44.8260786817712
4,3,10,44.81153262326891
