@relation dados-climaticos-verao

@attribute TMAX numeric
@attribute TMIN numeric
@attribute ETP-Pmoith numeric

@data
25.7,15.2,3.416497
27.3,16.2,3.633917
27.1,18.5,3.809547
22.4,16.8,3.275007
25,17,3.509035
20.6,16.4,3.091341
20.8,16,3.07464
30,17,3.341966
22.8,17.5,3.366952
25.5,17.1,3.558978
24.4,17,3.458546
26.7,17.7,3.70892
25.7,16.5,3.524858
24.8,16,3.407589
25.8,16,3.490713
24.4,15.8,3.356661
28.1,16.9,3.756903
27.7,16.9,3.722892
27.1,16.7,3.655441
27.5,16.3,3.654698
28.7,16.3,3.753987
27.3,16.7,3.669669
28.5,17.8,3.860466
28.3,17.7,3.834346
26.5,16.1,3.549832
25.1,16.6,3.47367
26.8,17,3.647288
27.2,14.8,3.49605
27.9,16,3.652696
28.8,18.5,3.933861
29.5,16.6,3.832262
30.8,15.1,3.813736
30,17,3.321762
25.7,17.3,3.568896
26.1,16.3,3.517015
26.8,18,3.713769
30,17,3.313679
25,16.8,3.460391
26.5,14.1,3.358595
26.6,16.1,3.529604
30,17,3.303758
27,17,3.631064
27.3,15.9,3.561891
28.7,16.2,3.698631
28.6,16.8,3.7362
28.6,16.9,3.740645
30,17,3.285012
28.9,14.9,3.593134
28.9,15.2,3.613601
29.8,15.8,3.73206
30,17,3.269679
30,15.5,3.71447
30.2,15.6,3.733961
30.8,15,3.728781
29.4,14.1,3.536433
27.8,15.4,3.50681
27.8,16.8,3.614871
30,17,3.236861
28,15.4,3.506198
27.2,15.9,3.476024
28.4,17.2,3.671174
28,16.6,3.584142
26.7,18,3.585447
26.7,18,3.578523
26.6,17.1,3.491509
26.6,17.2,3.492334
25,17.5,3.381542
24.2,16.9,3.263068
24.9,17.8,3.382553
30.4,18.1,4.00657
30.7,16.4,3.893446
30,16.8,3.871056
30,17,3.310568
27,16,3.560892
27.5,15.6,3.571122
29.4,15.2,3.697336
31.3,16.1,3.931417
30.7,15.8,3.858608
30,17,3.320744
29,17.1,3.828819
30,17,4.985344
29.6,16.4,3.823607
25.9,19.6,3.783469
28.6,18.9,3.95119
27.9,18.2,3.836041
22.4,18,3.362827
20.2,17.2,3.11407
21.2,16.2,3.11498
19.8,16.2,2.999207
24.6,16.5,3.424994
22.3,17.8,3.342489
26.7,17.5,3.685103
27.1,14.5,3.469099
27.3,18.6,3.828478
24.5,18.9,3.620661
23.5,18.3,3.487817
27,16.8,3.65532
25,18.8,3.655898
25.5,18.9,3.70652
29.4,19.4,4.07438
25.7,19.4,3.765924
25.1,17.7,3.574267
25.3,18.4,3.64979
27,17.6,3.725285
28.2,17.3,3.800748
29.7,14.7,3.709101
26.5,18.9,3.792839
25,18.1,3.600836
27.3,18.1,3.793099
27.4,17,3.709609
27,15.8,3.57594
28.5,16.5,3.759712
29,17.5,3.884945
29.7,13.3,3.592395
30.4,13.8,3.692458
30.6,15.3,3.834222
31.4,15.3,3.900732
30.4,15.6,3.84189
30.2,17.5,3.983422
30.6,14.9,3.799206
29.7,15.6,3.781949
29.2,17.5,3.898186
29.2,16,3.772282
29.8,14.9,3.729794
30.2,18.6,4.070991
25.7,17.1,3.569587
25.8,16.3,3.510272
28.2,16.5,3.725984
31,16.5,3.958146
27.7,17.5,3.765225
25.7,18.4,3.67227
27.9,19.1,3.912246
29.1,17.7,3.893991
29.7,17.2,3.900594
30.3,15.3,3.790697
30,16.3,3.846971
30.3,16.9,3.919679
30.5,16.3,3.884286
31.4,16.8,3.998116
30.9,17.8,4.037065
29.6,17.1,3.868721
31.5,17.1,4.023325
30.4,17.7,3.979025
26.4,18,3.670127
27,18.5,3.758024
28.5,17.5,3.796112
29.5,14.5,3.627852
29.8,15.5,3.731581
26.2,18.2,3.653905
30,17,3.288479
26.5,18,3.626292
24.7,17.7,3.459209
28.9,17.8,3.814329
30,17,3.818484
25,17,4.092606
27.5,15.8,3.547781
27.2,17.8,3.690661
30,17,3.694121
27.1,17.9,3.697452
29.8,16.1,3.77467
30,16.4,3.818968
30,17,3.822025
29.6,17,4.880124
29,17,4.784729
29.2,14.5,3.607596
28.6,13.9,3.510912
30,17,3.513194
28.4,16.7,3.730441
29.1,14.8,3.633349
29.1,16.6,3.784483
30,17,3.786549
30.1,17,3.904586
29.5,15.7,3.748946
27.5,16.7,3.667752
27.4,17.6,3.735837
24.9,17.8,3.546434
24.4,17.4,3.473123
24.5,16.8,3.432934
27.5,17.5,3.741892
25.9,15.7,3.460411
26.3,15.7,3.494875
26.3,16.3,3.545951
27.6,16.2,3.646959
27.8,17.8,3.797944
28.6,17.9,3.873976
27.6,13.9,3.458327
27.5,17.3,3.734253
30.2,17.5,3.97691
30,17,3.735952
30,17,3.978615
30.4,19.3,4.146241
28.5,17.7,3.854955
27.5,16.7,3.688702
29,17.3,3.864568
27.7,15.5,3.606344
28.4,17.5,3.832255
28.3,16.7,3.757574
26.4,17.8,3.691183
24.5,17.8,3.532863
26.6,18,3.725285
25.3,18.5,3.658742
25.9,17.8,3.650624
23.8,18.3,3.517148
25.1,18,3.600836
25.5,17.3,3.575873
27.5,16.7,3.692899
28.7,15.6,3.701265
26,16.5,3.550839
28.4,16.8,3.776333
29.2,13.4,3.558978
26,15.6,3.475254
25.6,16.5,3.516791
27.3,14.8,3.516505
26.4,17,3.624739
26.6,16.8,3.624329
26.6,18.8,3.790856
25.5,16.1,3.473048
25.4,18.1,3.631072
26.9,17.9,3.738899
26.4,18.1,3.713106
27.7,16.3,3.670565
28.2,16.9,3.76141
28,18,3.835452
28.9,14.3,3.600951
28.6,15.7,3.691492
28.2,16.3,3.706914
25.4,16.3,3.472418
26.3,16.9,3.595937
28.4,14.8,3.594453
28.9,16.2,3.750891
30,17,3.396561
22.3,16.9,3.061274
27.4,17.1,3.483488
29,17.1,3.617167
28.6,14.5,3.389483
30,12.9,3.381251
30,14.3,2.259049
30,16.3,2.580432
28.8,15.3,3.497878
30.6,14.7,3.465133
30,17,3.471872
29.5,16.7,3.685868
27.8,17.5,3.620707
29.1,13.4,3.402975
30.1,14.7,3.593353
29,13.8,3.43871
30,15.1,2.430338
29.4,15,3.578732
30.2,13.8,3.551928
31,14.3,3.6623
30,16,2.590773
31.5,14.2,3.705094
31.5,17.3,3.961745
30.1,14.3,3.609225
32.2,17,5.241579
31.5,17.1,3.9604
32.7,14.8,3.875293
30,14.7,2.401312
32.2,14.1,3.785778
29.4,16.1,3.724271
28.2,15.8,3.605136
25.1,16.7,3.428214
26.1,16.7,3.513519
27.2,14.8,3.450955
30,14.8,2.43421
27.5,14.9,3.489747
30.2,17.3,3.912633
32.8,17.3,4.12997
30.5,17,5.032215
30.1,15.7,3.780959
27.4,18.1,3.758741
30,16.8,2.77749
23,16.8,3.292052
30,16.5,2.731219
24.3,15.9,3.32902
26.4,16.5,3.554551
30,17.8,2.951237
28.6,17.3,3.807005
29.1,17.8,3.891801
30.8,14.3,3.744138
31.4,15.5,3.895263
30.1,16.7,3.888568
27.9,16.5,3.690612
25.6,17.7,3.600532
23,19.5,3.535276
26.2,17.5,3.636334
27.8,16.5,3.687456
27.5,19.5,3.913404
26.3,16,3.523093
28.9,17,3.823989
30,16.9,2.816661
24.6,17.6,3.517533
28,16.1,3.676766
26.6,16.2,3.569169
25.9,16.6,3.544887
28.2,15.8,3.670717
28.2,16.4,3.721451
23.9,16.7,3.388265
27.1,15.4,3.547389
27.8,15.3,3.597996
25.9,15.6,3.464893
27.3,14.2,3.465318
26.7,17.1,3.657778
27.4,16.3,3.64979
23.7,17,3.399531
25.3,16.4,3.483323
27,17.9,3.75087
27.2,17.3,3.71765
26.8,15.5,3.533999
23.6,14.6,3.191551
25.1,16.4,3.467315
21.3,16,3.116415
21.9,15.5,3.124739
30,17.4,3.522846
30.2,15.6,3.415424
30.2,18.5,3.643743
31.1,13.5,3.347872
28.4,17.6,3.464036
26.1,16.8,3.240767
23.4,15.8,2.970417
28.9,16.5,3.450667
29.8,17.5,3.605779
29.8,14.9,3.417519
28,17.8,3.511633
27.1,17.6,3.436893
26.4,16.1,3.276702
25.7,17.8,3.362803
30,18,2.790316
25.4,17.5,3.333664
25.1,17.8,3.342029
27.9,17.5,3.545455
28.4,17.2,3.569597
28.5,18,3.648552
27,17.8,3.523175
26,17.8,3.452186
25,17.8,3.380674
25.2,17.8,3.403637
22.4,17.6,3.172678
24.6,18.2,3.401553
25.3,19.3,3.551503
26.6,16.7,3.454504
27.9,16.1,3.516801
27.4,19.3,3.739269
29,17.6,3.737729
29,15.5,3.575294
27.3,19.7,3.782315
26.2,15.9,3.393347
28.6,16.8,3.664944
29,17,4.689038
29.8,15.7,3.683756
30,14.3,3.59159
29.8,14.7,3.612657
28.8,15.9,3.633612
29.8,14.1,3.573064
30.8,15.3,3.756675
30.1,15.3,3.703965
28.1,17.8,3.748988
30.9,15.7,3.810308
31.3,16.2,3.887975
30.4,18.3,3.99023
28,17.7,3.748072
28.9,16.7,3.743376
27.8,17.7,3.738534
30.3,14.7,3.700657
30.8,15.3,3.794276
30.2,15.5,3.764365
30.2,14.7,3.70131
30.6,14.7,3.737038
29.8,15.2,3.714916
30.1,15.3,3.75048
29.9,15.3,3.736386
29,14.1,3.565011
28.9,14,3.550584
30,16.5,2.732778
30.3,15.6,3.803121
29.9,17.1,3.896296
30.4,16.9,3.923123
30,17.5,3.941589
30,17.1,3.910176
22.4,17.9,3.347102
28.2,15.8,3.655919
26.6,18.2,3.72386
26.8,17.6,3.692
23.9,17.8,3.468729
27,17.6,3.711224
30,17.4,2.896692
27,17.8,3.730223
28.2,17.7,3.82293
27.5,17.7,3.765672
28.2,20.3,4.041659
28.1,16.9,3.750923
28.1,12.5,3.384959
28.4,14,3.535812
29.8,14.2,3.670001
29.8,14.8,3.720772
30.1,19.6,4.146998
30.1,17,3.717243
30,17.1,2.921272
25.8,16.6,2.641518
29.7,17,2.922471
30.6,17.5,3.023651
30.8,18.3,3.100472
30.6,19,3.146247
31.8,17.7,3.154171
30.4,17.5,3.066108
29.9,15.3,2.906457
27,16.6,2.816347
25.7,17,2.770774
28.4,16.3,2.913754
27.9,16.6,2.913901
26.8,16.7,2.861342
24.6,14.8,2.603382
26,15.6,2.761151
24.2,14.9,2.606887
29.1,15.5,2.986904
29.7,15.3,3.027132
27.4,14.8,2.851373
28.4,15.3,2.965756
24.5,16.4,2.787909
27.2,16.1,2.964369
26,16.2,2.901569
26.9,16.7,3.010714
29.9,16.9,3.245465
29.2,17.3,3.238299
29.3,16.9,3.230896
28.6,17.3,3.22325
28.2,16.4,3.144846
28.4,16.1,3.150575
28.7,16.5,3.213033
25,15.1,2.861864
28,16.9,3.21706
29.6,15.7,3.258361
29,15.8,3.234793
27.2,15.9,3.123864
26.8,17.1,3.193775
25.4,17.8,3.154471
24.7,17.6,3.100015
24.6,17.9,3.125865
24,17.1,3.033597
26.6,16.2,3.170088
28.2,16,3.285017
25.2,14.8,2.982903
27.7,14.8,3.179858
29.2,15.7,3.370391
29.1,15.3,3.343548
27.8,16,3.308755
27.2,15.5,3.235633
28,13.6,3.161845
28.5,13.8,3.224618
29,13.8,3.272256
27.3,15.5,3.281613
23.9,16.6,3.113963
25.1,15.8,3.153343
26.6,16,3.293227
25.8,16.5,3.278622
28.2,16.2,3.450226
29.3,15.1,3.458883
29.6,14.8,3.467361
26.2,13.7,3.123397
30.8,15.4,3.625013
31.2,16.6,3.759101
31.4,14.8,3.641347
30,16.6,3.680828
29.8,17.2,3.720255
30,19.8,3.949985
29.4,12.9,3.361815
30,13.5,2.150013
30,14.9,2.377464
28.4,13.3,3.332969
28.8,13.7,3.402975
26.6,17.4,3.529186
26.9,16.7,3.502985
