@relation dados-climaticos-inverno

@attribute TMAX numeric
@attribute TMIN numeric
@attribute ETP-Pmoith numeric

@data
25.1,14.2,2.165163
24.2,12.6,2.023449
30,17,2.195342
30,17,2.191553
24.9,11.3,1.980174
26,11.8,2.064632
25,14.9,2.176375
25,11.9,2.010257
24.2,12.8,2.013476
30,17,2.1746
26.6,10.7,2.02609
26.9,10.6,2.035483
26.8,13,2.159047
24.9,15.5,2.190582
25.2,14.5,2.151912
21.6,10.8,1.755867
30,17,2.167585
26.3,9.5,1.940106
27.6,12.2,2.15729
27.6,16.4,2.385711
30,17,2.169808
30,17,2.17107
27.3,8.3,1.933625
30,17,2.174436
30,17,2.176538
28.7,9.8,2.097208
26.8,12.4,2.137942
30,17,2.184504
23.2,11.5,1.897836
24.6,12.3,2.021366
25,12.3,2.046769
28.2,10.8,2.143964
30,17,2.203213
27.6,10.5,2.102883
27.4,12.4,2.201486
25.9,11.3,2.062371
26,10.8,2.04508
24.4,11.3,1.988912
25.2,13.3,2.150495
30,17,2.240334
25.1,13.8,2.184846
25.4,13.4,2.185565
25.9,13.6,2.231677
24.3,13.2,2.12524
30,17,2.274145
24.5,13.5,2.167511
30,17,2.289254
25,12.8,2.170789
30,17,2.305218
25.6,13.9,2.284591
27.1,11.3,2.229121
30,12.8,2.493837
30.4,14.2,2.608616
30,17,2.34863
30.1,14.8,2.646713
30.8,12.2,2.54484
31.6,16.3,2.846317
31.2,15,2.756566
30,17,2.396551
28,14.6,2.563048
28.5,15,2.628306
28.6,13.8,2.572822
30.2,14.5,2.724113
32,12.9,2.748228
32.9,14.2,2.895543
33.5,18.1,3.186208
33.5,18.2,3.206576
33.8,16.8,3.152378
32.1,17.6,3.11021
31,16.9,3.011079
31.5,18.2,3.138359
32.7,16.5,3.120874
32.5,15.6,3.064962
27.4,15.7,2.758857
30.6,16.2,3.00934
25.9,15.6,2.680697
27.8,13.2,2.46026
27.7,16.3,2.629153
26.5,16.5,2.558705
25.9,14.2,2.37634
26.5,11.8,2.260479
26.3,12.6,2.286732
26.9,12,2.277755
27.2,13.8,2.391454
27.9,13.5,2.405634
27.3,10.8,2.205651
27.5,12,2.278372
24.6,14.8,2.264505
23.3,13.8,2.124888
22.4,12.8,2.009215
24.4,11.9,2.06514
25.4,9.8,1.996107
25.5,9.2,1.961593
25.6,10.7,2.045811
24.3,12.4,2.062275
21.9,11.6,1.877113
26.2,10.8,2.067554
26.6,11.7,2.134562
27.6,11.2,2.156964
28,12.4,2.24048
28,13.5,2.296173
28,13.7,2.302175
30,17,2.297386
28.2,13.9,2.314869
28.8,14,2.349016
30.2,13.5,2.394272
30,17,2.390431
30,14.6,1.594901
26.7,11.6,2.089102
30,17,2.086527
30,11.2,1.218969
27.9,14.5,2.305076
27.8,10.6,2.08584
30,17,2.084335
30,13.1,1.421282
27.2,9.9,2.011649
27.8,9,1.99472
28.4,10.3,2.097286
30,17,2.097139
27,13.9,2.21649
30,17,2.216913
27.4,17,2.971294
30,17,2.972637
28.1,10.3,2.084227
29,12.6,2.259517
30,17,2.261413
29.8,13.8,2.372426
30,17,2.37502
28.2,13.7,2.285198
26.7,15.2,2.288268
30,17,2.291623
25.7,12.2,2.076145
30,17,2.079693
28.4,11.7,2.204435
30,17,2.208721
28.9,16.3,2.494759
31.3,14.8,2.549963
30,17,2.555788
28.1,11,2.172897
30,17,2.178332
28,14.7,2.385095
29.3,16.1,2.542779
30,17,2.549923
28.4,14.5,2.416514
30,17,2.423771
24.5,14.2,2.193248
27.3,14.9,2.399223
26.9,14.9,2.384262
27.8,14.9,2.443779
27.5,14.6,2.417731
28,14,2.420479
30,17,2.429185
27.3,13.7,2.380051
28.7,14.5,2.517144
31,15.9,2.743142
30,17,2.753769
33.2,16.6,2.935553
24.9,17.3,2.497494
30.1,16.5,2.769069
29.2,17.2,2.768499
32.1,15.9,2.875861
33.1,17.4,3.038355
24.7,14.3,2.527084
22.6,13.3,2.315425
24.9,11.7,2.34963
30,9.7,1.239665
25.5,9.6,2.23253
26.2,10,2.291875
27,8.9,2.262428
27.3,14.7,2.63472
27.8,11.8,2.472825
28,13.4,2.573482
30,12,1.485133
26.4,12.7,2.408664
25.4,11.7,2.275266
25.4,16.8,2.576582
24.2,15.6,2.419378
25.3,10.7,2.178862
30,11.1,1.337843
26,13.8,2.388252
25.9,12.3,2.282583
25.2,11.8,2.201676
30,11.7,1.386692
24.6,8.9,1.977181
26.2,10.1,2.133891
30,11,1.28819
30,10.9,1.271553
27.3,10.7,2.20807
27.1,14.1,2.385114
30,14,1.615048
26,11.9,2.178293
25.4,11,2.084796
27.6,12,2.260366
22.9,14.5,2.12772
19,10.5,1.672874
21,9,1.695902
25.4,16.3,2.350146
25.6,11.3,2.073514
26.6,12.7,2.202106
29.3,17.4,2.609588
28.8,19,2.664022
26.3,14.7,2.279266
25.8,14.4,2.229389
27.9,17.1,2.489826
30.2,17.8,2.649986
30,12.1,1.333255
25.9,14.2,2.204899
26,15.5,2.277667
27,11.7,2.120328
28.5,12.5,2.242738
30,12.7,1.387345
26.9,14.6,2.263648
30,11.7,1.274797
28.8,16.1,2.44338
29.8,19.3,2.669321
30,13.6,1.47747
31.7,14.5,2.507715
30,14,1.518927
31.7,15.8,2.575561
32.5,17.6,2.715638
33,15.5,2.628382
30,18.4,1.994178
31.4,16.3,2.585001
30.6,16.6,2.558394
30,13.3,1.442271
30.1,15.9,2.495279
27.2,13.1,2.187353
27.2,12.9,2.178044
27.2,10.8,2.065714
29.3,11.5,2.220068
30.3,12.3,2.320547
30.2,14.9,2.459724
29.8,15.8,2.490334
30,16.3,2.532271
31.6,16.8,2.65133
31.5,15.9,2.600987
31.5,15.7,2.594746
33.5,19.7,2.930273
32.9,20.2,2.930789
32.5,19.8,2.892908
33,15.5,2.688844
31.3,16.8,2.673052
31.6,18.5,2.791162
30,11.6,1.658095
24.7,7.3,2.277627
24.9,11.6,2.587127
23.5,10.5,2.399814
30,12.1,1.700866
22,7,2.029513
22.6,6.3,2.013791
24.6,8,2.261733
26.3,9.4,2.465951
26.9,8.5,2.434434
26.3,9.2,2.43046
27.3,10,2.542272
29.6,11.4,2.781882
28.2,14.1,2.857106
27.4,12.8,2.702922
23.5,12.2,2.389399
25.2,10,2.345139
30,10.9,1.44571
26.1,10.4,2.409409
27.2,13.5,2.674241
27.2,12.7,2.609541
30,11.8,1.536335
27.4,11.5,2.520605
27.1,12.5,2.554062
30,13.4,1.720494
30,10.5,1.341906
24.9,10.4,2.245251
25,12.1,2.348856
25.5,10.4,2.262428
30,10.2,1.279721
27.2,8.9,2.254267
25.6,11.4,2.299972
30,10.8,1.33662
28.2,17,3.47439
29.1,10,2.397921
27.9,11.9,2.430046
30,11.6,1.410291
26.3,10.1,2.203071
26.9,10.2,2.235765
30,17,2.226235
27.6,8,2.127224
30,7.2,0.856869
30,7.1,0.841497
30,7.9,0.932521
28.1,9.7,2.222068
25.9,16,2.453417
30,11.2,1.30655
24.9,9.5,1.998884
30,7.9,0.91468
24.9,9.2,1.966898
28.3,17.6,2.638091
30,13,1.48914
27.1,12.9,2.283198
30,8.5,0.967146
30.8,11.6,2.404402
30,12.4,1.401945
31.1,16.1,2.660118
31.1,16.1,2.6523
30,12,1.344798
31.8,14.6,2.592824
30,12.8,1.426757
30.3,11.8,2.340417
29.7,17,3.294171
30,12.1,1.338973
30.8,9.5,2.224884
30,10,1.101864
32.5,12.5,2.474326
33.8,11.7,2.497201
32.7,14.1,2.564117
33.1,17,3.621202
30.8,18.2,2.676374
23.9,16.6,2.209102
30,12.8,1.39465
33.6,15.3,2.661053
29.9,15.8,2.48448
28.2,15.7,2.384593
30,16.8,1.823793
28.6,16.6,2.451983
30.8,15.3,2.49965
32.7,13.2,2.487979
30,14,1.517416
32.5,14.3,2.536074
32.5,14,2.51997
33.2,11.8,2.439147
30,12.4,1.344673
26.1,10.5,2.817776
27.1,10.2,2.863173
30,9.1,1.392827
26.5,8.9,2.700781
25.7,10.2,2.730327
23.4,10.8,2.592712
24.7,7.3,2.418022
25.2,11.7,2.779028
24.6,9.3,2.544467
25.6,9.3,2.610526
25.2,15.3,3.018825
25.6,11.7,2.770432
26.2,11.3,2.775244
27.1,10.2,2.750338
30,9.7,1.425156
27.9,15.4,3.168904
28.4,11.1,2.879757
29.1,12,2.984804
30,11.4,1.649309
29,9.4,2.766754
28.4,7.6,2.583408
29.8,7.8,2.687257
30,8.5,1.209989
30.4,8.5,2.757239
28.6,11.8,2.851544
28.8,9.8,2.712952
30,9,1.259698
29.3,9,2.668796
29.1,10.8,2.768195
29.2,9.9,2.700804
27.2,15.6,2.943327
27,11.7,2.649543
27.7,12.9,2.767191
28.3,17,3.840354
26.8,5.2,2.161404
25.4,11.2,2.46087
25.4,15.5,2.737435
27.2,8.7,2.391775
27.4,8.7,2.394042
27.4,8.7,2.383004
27.5,11.3,2.549399
29.2,10.6,2.603
30.3,8.2,2.506308
30,9.6,1.244103
31.8,10,2.695954
29.8,11.8,2.670618
29.7,11.6,2.639081
28.3,17.5,2.913102
32.5,11.7,2.798367
24.1,12.1,2.281334
30,14,1.75648
31.8,11.7,2.716361
29.5,16.5,2.859425
32.3,17.8,3.100215
26.2,10.7,2.273138
30.1,10.3,2.477648
27.4,15.8,2.637638
30,13.4,1.629129
28.1,10.8,2.354381
28.7,10.2,2.344239
29.9,16.3,2.772293
30.6,18.6,2.939871
31.1,12.9,2.61821
32.3,14.7,2.785236
29.8,14.6,2.620503
28.9,16.1,2.64532
29.9,19.3,2.880862
31.2,11.3,2.478946
32.3,15.3,2.765898
30,16.8,1.945141
32.1,15.6,2.75135
30.9,15.7,2.678323
29.8,15.5,2.59454
30,10,1.141599
32.3,12.6,2.554402
33.7,13.6,2.682269
34.5,15.5,2.826503
30,14.7,1.656938
34,17.7,2.905167
32.7,14.8,2.661578
33.7,14.1,2.671056
30,15,1.671981
30.3,17.8,2.673968
31.8,17.2,2.717414
