5,5,10,"55,5158456157","67,1660315553","61,5588021441","64,7795147466","54,9976096654","60,6790920528","66,1928236556","53,4620531698","41,6076649337","47,9954392878","48,2716566546","70,360198468","57,7155609958"
8,9,10,"55,4788961642","67,1246005756","61,624909592","64,8333096258","54,9673599087","60,5639802351","64,7416603782","53,8388647307","41,7646770447","47,8318386542","48,6425006609","69,2546908894","57,5556073716"
10,7,9,"55,5098077934","67,1878203443","61,6137995561","64,6881372292","54,9664704586","60,0184308396","63,192576311","53,9258586581","41,8354618308","47,8704862715","48,4956778055","70,2230004798","57,4606272982"
8,7,10,"55,4854556259","67,1805505967","61,6178704276","64,7663949462","54,9681235165","59,7472402407","64,3222889064","54,1091467413","41,7564752085","47,9739959335","48,0209694355","69,4658737788","57,4511987798"
6,10,10,"55,5067550712","67,1260743435","61,6050020704","64,7840827383","54,9622470014","58,984476871","63,2105877408","54,5263045471","41,6163116945","47,8838016728","48,3619042946","69,7798463645","57,3622828675"
10,8,10,"55,4956179163","67,1767010498","61,6355481812","64,7298057189","54,9666674217","60,5226041567","61,429296116","53,9311742887","41,7833712369","47,8907505616","48,6217992925","69,4549484255","57,3031903638"
8,9,7,"55,4657119003","67,1286747828","61,5753509582","64,7483580282","54,9637427653","58,2006916791","64,0491499569","53,7851923027","41,6438617222","47,9287896196","48,7140645815","69,1815055692","57,2820911555"
6,5,7,"55,4953963272","67,1004626263","61,5354401331","64,7710737263","54,9315567722","61,5377150566","60,9033655909","53,5182147848","41,7074580082","47,6643150335","48,2479924113","69,8662864053","57,273273073"
6,5,6,"54,7729585436","67,1201485709","61,5131314629","64,7580191678","54,9263933922","60,2278304561","62,6368101105","53,6578563673","41,7267843475","47,8980637206","48,059534657","69,917232417","57,2678969345"
9,6,10,"55,4639580994","67,1854392887","61,6530839706","64,4229128353","54,9742016472","60,4120337457","60,4604332166","53,8214412677","41,7217070088","47,9528024995","48,1922031859","70,2437653796","57,2086651788"
8,8,8,"55,5080698254","67,0979057164","61,5955898276","64,8129330956","54,9740828485","58,6698269442","63,3558876108","53,8033456524","41,7669696137","47,9021874734","47,6644413692","69,2756800036","57,2022433317"
10,7,8,"55,4795196957","67,181366273","61,6026222127","64,6633484266","54,9653837883","58,7420101051","60,8302917049","54,031670016","41,8389077787","47,8641228397","48,5360864295","70,0271242604","57,1468711275"
10,10,7,"55,4826174641","67,2073829434","61,5909103415","64,6593347756","54,9626564772","59,9834445152","60,2770999164","55,5938452253","41,7507783365","47,753490279","47,7264370364","68,6900088985","57,1398338508"
5,5,7,"54,7848792239","67,0521419455","61,5150214019","64,7735935371","54,964380837","61,9226885426","58,8128931714","53,5666077336","41,6926373786","47,8586793828","48,0792840327","70,3063433608","57,1107625457"
7,10,10,"55,4955813047","67,1807103708","61,6159942689","64,9178102163","54,9842726913","60,6821734581","59,4138864946","53,9121757169","41,746366943","47,8419595043","47,9856812258","69,4638372181","57,1033707844"
7,5,5,"54,8116506368","67,1285554778","61,4957528942","64,6299906976","54,8889750763","59,4869081554","62,3750417203","53,589843918","41,722309281","47,6875766668","48,0918178492","69,0635608369","57,0809986009"
5,5,8,"55,4889545493","67,1411422138","61,5312853086","64,6743000941","54,9628006601","61,5593979374","58,2524733143","53,5046997816","41,7296215778","47,7101828707","48,1024384951","70,250689838","57,0756655534"
5,9,9,"55,4974692407","67,1526747818","61,5747241486","64,8984796481","54,969758233","61,639181487","58,1037635968","53,5357848254","41,6785808929","47,8799291913","48,0130354666","69,9268699665","57,0725209566"
10,6,10,"55,511870316","67,1787579687","61,6298326931","64,5375732003","54,9670231932","60,0494455406","57,9459641335","54,5833797396","41,8025457585","47,9660110451","48,1986802382","70,2983795602","57,0557886156"
7,9,8,"55,4972120621","67,1268669662","61,5878836561","64,7382038105","54,9663760641","60,1434413415","58,8647770664","53,5895013303","41,7413131562","47,8652819596","48,7556972217","69,6796101816","57,046347068"
10,8,7,"55,4850654143","67,1569510925","61,6528172176","64,6743986759","54,9472231553","59,2647114558","59,9092378732","53,9303758772","41,7780024359","47,9059818648","48,3497286547","69,3430872363","57,0331317461"
8,5,10,"55,5007031745","67,1345650745","61,6283407189","64,8610027591","54,9763519923","52,6668240882","64,308856659","54,0330457434","41,6844933013","48,2243369957","48,639656136","70,2883662869","56,9955452441"
5,6,6,"55,4851619645","67,1389457507","61,5078805945","64,7857298108","54,963446842","61,3453501305","57,9667712985","53,5379144662","41,7190664188","47,6312137706","47,968705203","69,8562630516","56,9922041085"
6,6,5,"55,4635458884","66,9741385386","61,4934687309","64,7910929975","54,911429159","60,8164191058","59,1386330321","53,4906010607","41,6977208969","47,5539753863","48,0252966273","69,5500212276","56,9921952209"
8,10,10,"55,5011109497","67,1224651442","61,6261230666","64,9925579442","54,9728451596","60,609334165","58,5687367697","53,6402585268","41,785467885","47,57629561","47,9668215827","69,4792925757","56,9867757816"
6,5,5,"55,4694238934","67,1339062875","61,485102601","64,685045927","54,9288599185","58,2760015426","61,5788515927","53,4721514497","41,5656666931","47,5924907039","48,0836276276","69,5298780508","56,9834171906"
7,10,9,"55,4926409158","67,166712462","61,6025217607","64,7408006872","54,9754431405","60,3593645198","57,9009633267","53,8034635392","41,6171120602","47,9063703015","48,5767630772","69,4900240563","56,9693483206"
9,7,9,"55,4852869075","67,1761723637","61,612025293","64,739300026","54,9758246116","60,5100859468","57,313663447","53,9331294551","41,7826048721","47,9017626584","48,3438258929","69,7302242442","56,9586588099"
5,9,10,"55,515357846","67,2107402955","61,5872388533","64,7710968392","55,006629623","59,538808818","57,0297557058","54,3756007717","41,7159802992","47,8745827908","48,6996331287","70,061162902","56,9488823228"
9,9,9,"55,4710461856","67,1495730553","61,6194091927","64,7320648163","54,9838523124","60,7496231813","57,409973728","53,8696582217","41,7716266438","47,9165062954","48,6110453216","69,0919959264","56,94803124"
7,8,9,"55,5038506712","67,1570765312","61,6010101627","64,7467267008","54,9788790408","60,997329461","57,1522045401","53,7513143902","41,752146966","47,9374241864","48,0594331479","69,6840658148","56,9434551344"
10,6,9,"55,4977525215","67,205791906","61,6736182091","64,3121796828","54,9660420695","60,3945860247","57,9825924949","54,3646212087","41,7320395224","47,9561736982","48,1763793458","68,8644527609","56,927185787"
8,7,9,"55,4980231052","67,1489486056","61,6332140499","64,7503317899","54,9571180022","60,479152064","58,2356166897","53,5882797586","41,7204218809","47,9481054309","48,1706590314","68,9905895213","56,9267049941"
6,9,8,"55,5131999957","67,1669293171","61,5792037113","64,9677705278","54,9773357045","61,2543480362","57,3396316529","53,5581546337","41,7234447658","47,9016393613","47,9934122266","69,0584838462","56,9194628149"
10,8,6,"55,4444787686","67,1679328306","61,5632768932","64,7097401557","54,9278025522","59,0673930325","59,5763156535","53,7240160942","41,7738953793","47,8400953087","48,4302608292","68,76091339","56,915510074"
8,8,10,"55,5156045066","67,1601398101","61,6543466974","64,8614480264","54,9717768855","58,505803447","59,2541221743","53,5865466855","41,7840638155","47,875217548","48,1321564686","69,6293563469","56,9108818676"
8,9,9,"55,4877599584","67,1267551008","61,613448297","64,8692549725","54,983915124","60,5319311135","57,6071742586","53,6480090846","41,7472893231","47,9368020286","47,9584177588","69,4023041326","56,9094217627"
