5,5,5,47.815417694998786
5,5,6,47.54715768345562
5,5,7,47.85867938276318
5,5,8,47.71018287071283
5,5,9,47.62848760964158
5,5,10,47.99543928782503
5,6,5,47.85286631990849
5,6,6,47.6312137705951
5,6,7,47.52755002793293
5,6,8,47.92397843527394
5,6,9,47.909981282009646
5,6,10,47.93655360452313
5,7,5,47.5323810585406
5,7,6,47.846036988873244
5,7,7,47.906679159355356
5,7,8,47.91319152260821
5,7,9,47.90348266125689
5,7,10,47.95288151676562
5,8,5,47.33850050804141
5,8,6,47.86346148558244
5,8,7,47.88037706310902
5,8,8,47.89367142254634
5,8,9,47.89725980998461
5,8,10,47.506817330587495
5,9,5,47.86216317363458
5,9,6,47.85269384606457
5,9,7,47.83977586909942
5,9,8,47.85904290113776
5,9,9,47.87992919133425
5,9,10,47.874582790831575
5,10,5,47.77144956485769
5,10,6,47.830989690556194
5,10,7,47.521351522805745
5,10,8,47.94590074753739
5,10,9,47.4894913787583
5,10,10,47.9063833258369
6,5,5,47.59249070387177
6,5,6,47.89806372062523
6,5,7,47.664315033452645
6,5,8,47.66302979681996
6,5,9,47.93353135811396
6,5,10,47.935460787331344
6,6,5,47.55397538629431
6,6,6,47.84072826363853
6,6,7,47.91306755337775
6,6,8,47.890014015064615
6,6,9,47.93966986837011
6,6,10,47.96073978252404
6,7,5,47.871794664087126
6,7,6,47.88830537805533
6,7,7,47.901331048717935
6,7,8,47.91448523208064
6,7,9,47.95309076255463
6,7,10,47.86433158046181
6,8,5,47.79053683393488
6,8,6,47.86577887939226
6,8,7,47.90674170785821
6,8,8,47.90226235325733
6,8,9,47.49673114970114
6,8,10,47.883898758169835
6,9,5,47.906088346541054
6,9,6,47.85398266766426
6,9,7,47.47887280302383
6,9,8,47.90163936132341
6,9,9,47.923053471744105
6,9,10,47.84941227429699
6,10,5,47.77765686257147
6,10,6,47.49447571081008
6,10,7,47.90174471346699
6,10,8,47.49298469621597
6,10,9,47.867338394183825
6,10,10,47.883801672806335
7,5,5,47.68757666682442
7,5,6,47.7375980387988
7,5,7,47.576962671081745
7,5,8,47.93269092381657
7,5,9,47.94207198954242
7,5,10,47.950469245474274
7,6,5,47.52523086871896
7,6,6,47.89106899431592
7,6,7,47.91165281818526
7,6,8,47.95166446004568
7,6,9,47.94072030619137
7,6,10,47.953711881317965
7,7,5,47.910381658845196
7,7,6,47.91930725114255
7,7,7,47.88437873432416
7,7,8,47.951830326958
7,7,9,47.86751328955627
7,7,10,47.95145756982214
7,8,5,47.83637085542233
7,8,6,47.8640752624243
7,8,7,47.84919132360127
7,8,8,47.944542166101485
7,8,9,47.93742418639711
7,8,10,47.744400852180476
7,9,5,47.80782964626746
7,9,6,47.4730989760636
7,9,7,47.8960927646613
7,9,8,47.86528195956914
7,9,9,47.890543982558604
7,9,10,47.91490371211055
7,10,5,47.46799937743894
7,10,6,47.89704150059546
7,10,7,47.485076301970906
7,10,8,47.657096545109795
7,10,9,47.90637030148621
7,10,10,47.84195950427614
8,5,5,47.713009312208264
8,5,6,47.611038867142966
8,5,7,47.98201747603883
8,5,8,47.9384262359876
8,5,9,48.128646258047944
8,5,10,48.22433699569057
8,6,5,47.682416996571426
8,6,6,47.73561340785572
8,6,7,47.85669891513626
8,6,8,48.025722392220146
8,6,9,47.954380508260144
8,6,10,47.96533367167577
8,7,5,47.798947092023305
8,7,6,47.82231614441106
8,7,7,47.90952968547755
8,7,8,47.814135773348674
8,7,9,47.94810543086449
8,7,10,47.9739959334918
8,8,5,47.80343659250367
8,8,6,47.83356448078296
8,8,7,47.89468993877091
8,8,8,47.902187473401014
8,8,9,47.75002893251736
8,8,10,47.875217547951415
8,9,5,46.53650535886232
8,9,6,47.833823693824996
8,9,7,47.92878961957575
8,9,8,47.88363073666674
8,9,9,47.93680202860865
8,9,10,47.83183865419408
8,10,5,47.57476772187578
8,10,6,47.524876457817136
8,10,7,47.87794407161143
8,10,8,47.83854747141274
8,10,9,47.938564342977756
8,10,10,47.576295610010646
9,5,5,47.80345176751767
9,5,6,47.97732306912109
9,5,7,48.08193413874256
9,5,8,48.064203745166466
9,5,9,48.065010022719726
9,5,10,48.23819865687403
9,6,5,47.8121571374326
9,6,6,47.76176400634753
9,6,7,47.98560874562756
9,6,8,48.04413918419141
9,6,9,47.890837425682435
9,6,10,47.952802499536354
9,7,5,47.81614606921329
9,7,6,47.73268309665881
9,7,7,47.75067829658691
9,7,8,47.96042102090735
9,7,9,47.90176265841514
9,7,10,47.89481114048853
9,8,5,47.10020549649233
9,8,6,47.86187872080695
9,8,7,47.793958627918734
9,8,8,47.62174800262671
9,8,9,47.903922599595745
9,8,10,47.93840071352905
9,9,5,47.926409180018375
9,9,6,47.68118343134685
9,9,7,47.76371107398898
9,9,8,47.80022133302559
9,9,9,47.916506295428654
9,9,10,47.94746770166549
9,10,5,47.622025273164084
9,10,6,47.83931271057832
9,10,7,47.89178058287068
9,10,8,47.65795162190909
9,10,9,47.42834456112504
9,10,10,47.51544335041163
10,5,5,47.99694445512463
10,5,6,48.06855965521339
10,5,7,48.157205908043075
10,5,8,48.09178026490111
10,5,9,48.2153040134073
10,5,10,48.268490208836866
10,6,5,47.55952558870778
10,6,6,47.7803377595998
10,6,7,47.89408271756047
10,6,8,47.98375361740317
10,6,9,47.956173698189836
10,6,10,47.96601104511872
10,7,5,47.78553588497623
10,7,6,47.508813263924495
10,7,7,47.955822757061775
10,7,8,47.86412283965663
10,7,9,47.87048627147223
10,7,10,47.905191032953276
10,8,5,47.472849735619235
10,8,6,47.84009530869696
10,8,7,47.90598186476474
10,8,8,47.69657010358108
10,8,9,47.90949429481303
