5,5,5,55.486297954182604,67.12323219275656,61.46757838757792,64.75981145005005,54.970896705319646,52.7670975208582,61.16017343700538,53.448897304398535,41.57390506676375,47.815417694998786,47.929439221358955,70.1333997878715
5,5,6,55.47878808251314,67.15940749646137,61.49501203229468,62.96075498379076,54.97272925685087,59.06925328971935,57.09166789276403,54.043085092844315,41.608285311665234,47.54715768345562,48.208645663927314,70.2298205736254
5,5,7,54.78487922389038,67.05214194549036,61.51502140190692,64.77359353714199,54.96438083702336,61.922688542582215,58.8128931714469,53.566607733550306,41.69263737855589,47.85867938276318,48.07928403274605,70.30634336076557
5,5,8,55.488954549311465,67.14114221381412,61.53128530861199,64.67430009407813,54.962800660086074,61.559397937387885,58.25247331431266,53.504699781641904,41.72962157777489,47.71018287071283,48.102438495051494,70.25068983804526
5,5,9,55.49703714941493,67.19352864183706,61.54135305897065,64.76377274786725,54.936338987641484,52.65768488945534,57.14607674720254,53.53061878903603,41.64509493055708,47.62848760964158,48.27548592345922,70.38489413238722
5,5,10,55.51584561571381,67.1660315553394,61.55880214410271,64.77951474662402,54.9976096653752,60.679092052766336,66.19282365560765,53.46205316980578,41.607664933654156,47.99543928782503,48.27165665456602,70.3601984680306
5,6,5,54.77976503029834,67.15373182463118,61.48235831703273,64.7876840253653,54.95310903991516,58.608387224636104,57.38414232018933,53.52838035534785,41.69210718703962,47.85286631990849,47.91506513252513,69.78859422050463
5,6,6,55.485161964507846,67.13894575070644,61.50788059452438,64.78572981081008,54.96344684204706,61.34535013046166,57.96677129846045,53.5379144662248,41.719066418769415,47.6312137705951,47.96870520303444,69.85626305158388
5,6,7,55.49973087376846,67.03045045211961,61.55245517855106,64.76304371673098,54.95356947206433,52.664644645553985,61.43346559445345,53.56425703710064,41.564512304506515,47.52755002793293,47.99818902137154,70.17603877706692
5,6,8,55.498469201187525,67.09286095700162,61.546162437708105,64.76404751391709,54.99577288421115,52.66766413402861,57.00191445446207,53.74770226009179,41.58965155607696,47.92397843527394,48.256975819102706,70.21659440897146
