@relation dadosClimaticos

@attribute data date yyyy-MM-dd
@attribute tmax numeric
@attribute tmin numeric
@attribute tmed numeric
@attribute etp numeric

@data
2009-09-03,33.6,20.1,26.85,7.2
2009-09-04,25.4,19.4,22.4,2.1
2009-09-05,27.2,18.5,22.85,3.2
2009-09-06,23.8,17.6,20.7,3.3
2009-09-07,31.8,15.5,23.65,6.3
2009-09-08,32.6,20.4,26.5,6.1
2009-09-09,22.2,19.1,20.65,2.9
2009-09-10,28.4,18.4,23.4,2.5
2009-09-11,30.1,17.3,23.7,7.2
2009-09-12,30.7,17.4,24.05,6.3
2009-09-13,32.5,17.5,25,5
2009-09-14,32.4,17.9,25.15,8.5
2009-09-15,32.8,16.9,24.85,5.4
2009-09-16,32.4,18,25.2,6.8
2009-09-17,33,13.8,23.4,6.7
2009-09-18,34.3,16.2,25.25,6.5
2009-09-19,23.6,19.1,21.35,1.8
2009-09-20,28.7,17.6,23.15,2.5
2009-09-21,31.2,19,25.1,4.9
2009-09-22,24.1,18.7,21.4,0.9
2009-09-23,24.8,19.6,22.2,1.8
2009-09-24,25.8,19.2,22.5,4.1
2009-09-25,27.7,13.2,20.45,5.6
2009-09-26,32.6,14.9,23.75,5.1
2009-09-27,32.8,19.2,26,9.6
2009-09-28,33.5,18.6,26.05,6.1
2009-09-29,28.4,20.5,24.45,6.4
2009-09-30,28.4,16.9,22.65,9.2
2009-10-01,32,14.3,23.15,3.9
2009-10-02,33.7,18.7,26.2,7.3
2009-10-03,30.6,21.2,25.9,5.3
2009-10-04,31.7,17.6,24.65,6.6
2009-10-05,33.2,19.3,26.25,11.5
2009-10-06,30.6,19.8,25.2,5.8
2009-10-07,30,19.6,24.8,3.8
2009-10-08,26,17.7,21.85,5
2009-10-09,27.6,13.9,20.75,6.1
2009-10-10,30.9,13.8,22.35,5.4
2009-10-11,33.3,15.5,24.4,8.7
2009-10-12,30.5,18.8,24.65,3.7
2009-10-13,28.8,17.4,23.1,3.4
2009-10-14,33.4,17.6,25.5,9
2009-10-15,27.6,19,23.3,3.5
2009-10-16,31.4,16.6,24,6.2
2009-10-17,33.2,18.4,25.8,7.1
2009-10-18,31.3,19.3,25.3,4.2
2009-10-19,29.6,18.2,23.9,6.4
2009-10-20,29.6,17,23.3,5
2009-10-21,33.6,19.4,26.5,7.1
2009-10-22,28,19,23.5,3.2
2009-10-23,31.6,19.6,25.6,6.9
2009-10-24,33.2,18,25.6,7.3
2009-10-25,32.5,20.3,26.4,6.2
2009-10-26,28,20.4,24.2,3.4
2009-10-27,28.2,18.7,23.45,6.4
2009-10-28,30.4,18.3,24.35,6.8
2009-10-29,31.7,18.7,25.2,7.7
2009-10-30,30.7,17.7,24.2,7.3
2009-10-31,32.3,18.4,25.35,7.9
2009-11-01,33.6,18.5,26.05,7.8
2009-11-02,34.8,20.1,27.45,8.2
2009-11-03,35.3,21.4,28.35,9.6
2009-11-04,33.6,19.9,26.75,10.4
2009-11-05,30.6,21.2,25.9,5.5
2009-11-06,30,21,25.5,3.1
2009-11-07,28.6,20.6,24.6,8
2009-11-08,29.3,20.2,24.75,4.5
2009-11-09,28.6,20.9,24.75,2.8
2009-11-10,32.8,21.3,27.05,7
2009-11-11,31.5,21.5,26.5,7.2
2009-11-12,33.4,21,27.2,7.6
2009-11-13,34.3,20.9,27.6,9.8
2009-11-14,33.6,22.4,28,6.1
2009-11-15,33.4,23.4,28.4,7.1
2009-11-16,33.9,20.6,27.25,7.8
2009-11-17,33.1,20,26.55,5.5
2009-11-18,34.6,20.6,27.6,9
2009-11-19,34.1,22.5,28.3,6.6
2009-11-20,33.8,22.1,27.95,7.1
2009-11-21,33.1,21.6,27.35,6.9
2009-11-22,33.4,20.4,26.9,6.8
2009-11-23,31.5,21.2,26.35,4.3
2009-11-24,28.3,20.9,24.6,1.8
2009-11-25,33.3,19.4,26.35,7
2009-11-26,32,21.3,26.65,5.6
2009-11-27,32.2,21.4,26.8,7.3
2009-11-28,31,21.2,26.1,5.5
2009-11-29,26.3,21.2,23.75,2.8
2009-11-30,30.3,20.7,25.5,5.2
2009-12-01,30.5,20.3,25.4,3.9
2009-12-02,29.5,22,25.75,3.9
2009-12-03,30.6,21.3,25.95,5.7
2009-12-04,26.8,21.2,24,3.5
2009-12-05,27.3,18.7,23,5
2009-12-06,30.5,19,24.75,5.6
2009-12-07,23.6,20.1,21.85,1.7
2009-12-08,27.5,21.4,24.45,3.8
2009-12-09,30.4,21.4,25.9,4.8
2009-12-10,29.3,20.1,24.7,6.2
2009-12-11,32.6,21.5,27.05,5.3
2009-12-12,30.5,20.1,25.3,7.5
2009-12-13,24.1,20.7,22.4,0.7
2009-12-14,26.7,20.1,23.4,1.7
2009-12-15,32.4,19.7,26.05,7.2
2009-12-16,30.8,20.9,25.85,7.5
2009-12-17,31.2,20.9,26.05,7.1
2009-12-18,30.7,18,24.35,7.7
2009-12-19,32.7,19.7,26.2,6.8
2009-12-20,33,20.2,26.6,6.9
2009-12-21,32.7,21,26.85,10.7
2009-12-22,32.6,19.4,26,8.4
2009-12-23,32.7,20.2,26.45,8.3
2009-12-24,32.4,20.3,26.35,9.9
2009-12-25,29.1,20.4,24.75,4
2009-12-26,31.4,21.3,26.35,5.7
2009-12-27,28,21.6,24.8,4.8
2009-12-28,28.8,21.9,25.35,4.8
2009-12-29,24.7,21.4,23.05,2.1
2009-12-30,28.8,20.2,24.5,1.9
2009-12-31,31.6,20.7,26.15,5.7
2010-01-01,30.2,20.8,25.5,3.5
2010-01-02,31.2,22.2,26.7,6.6
2010-01-03,33.6,21.1,27.35,8.2
2010-01-04,34.5,21,27.75,8
2010-01-05,34,21.7,27.85,8.9
2010-01-06,32.5,21.4,26.95,2.6
2010-01-07,32.5,21.2,26.85,6.1
2010-01-08,29.2,21.6,25.4,2.3
2010-01-09,31.6,20.7,26.15,6.9
2010-01-10,31.8,20.7,26.25,6.9
2010-01-11,30.8,21.7,26.25,4.7
2010-01-12,32.3,20.4,26.35,6.4
2010-01-13,31.3,20.3,25.8,6.1
2010-01-14,30,20.7,25.35,4.7
2010-01-15,29.7,20.5,25.1,4
2010-01-16,31.6,20.6,26.1,4.7
2010-01-17,30.5,20.4,25.45,3.1
2010-01-18,31.8,21.3,26.55,8.2
2010-01-19,31.8,21.3,26.55,4.3
2010-01-20,32.4,20.6,26.5,7.8
2010-01-21,29,20.6,24.8,4.7
2010-01-22,26.5,20.2,23.35,2.2
2010-01-23,25.6,20.9,23.25,2.8
2010-01-24,30.1,19.5,24.8,5
2010-01-25,28.3,19.6,23.95,4.3
2010-01-26,31,20,25.5,7.3
2010-01-27,27.5,19.8,23.65,5.7
2010-01-28,29.4,21.6,25.5,3
2010-01-29,23.7,20.5,22.1,0.2
2010-01-30,27.6,20.4,24,2.8
2010-01-31,31.5,20.9,26.2,4.5
2010-02-01,33.8,18.9,26.35,7.3
2010-02-02,34.8,19.8,27.3,7.3
2010-02-03,34.4,21.2,27.8,10.2
2010-02-04,34.1,21.5,27.8,6.4
2010-02-05,32.9,21.6,27.25,7.9
2010-02-06,33.3,20,26.65,9.1
2010-02-07,33.4,19.8,26.6,7.2
2010-02-08,31.2,19.4,25.3,6.5
2010-02-09,31.2,20,25.6,8.3
2010-02-10,30.5,21,25.75,4.5
2010-02-11,30,20.9,25.45,4
2010-02-12,32.4,21,26.7,5
2010-02-13,33.3,19,26.15,7.1
2010-02-14,33.9,20,26.95,7.8
2010-02-15,34.1,21.4,27.75,5.5
2010-02-16,33,22.1,27.55,5.2
2010-02-17,32.4,21.4,26.9,6
2010-02-18,28,20.3,24.15,2.8
2010-02-19,29.3,20.3,24.8,4.8
2010-02-20,31.8,20.2,26,8.1
2010-02-21,34,18.4,26.2,7
2010-02-22,33.7,20.7,27.2,7.7
2010-02-23,34.4,20.9,27.65,6.8
2010-02-24,32.6,21.7,27.15,8.1
2010-02-25,31.3,20.6,25.95,7.3
2010-02-26,29.6,18.8,24.2,4.9
2010-02-27,30.6,19,24.8,3.3
2010-02-28,28,21.4,24.7,2.7
2010-03-01,27.6,20.5,24.05,3.8
2010-03-02,28,19.5,23.75,3.7
2010-03-03,29.3,20.5,24.9,2.7
2010-03-04,31.6,19.8,25.7,5.2
2010-03-05,33.1,20.6,26.85,4.3
2010-03-06,30.8,19.5,25.15,6.4
2010-03-07,30.6,17.5,24.05,6.6
2010-03-08,31,18,24.5,7.4
2010-03-09,32.6,18.1,25.35,7.4
2010-03-10,32.5,19.6,26.05,8.4
2010-03-11,32.9,18.9,25.9,7.4
2010-03-12,33.4,18.7,26.05,6.2
2010-03-13,33,19.1,26.05,6.7
2010-03-14,33.4,21.8,27.6,7.3
2010-03-15,29.8,21,25.4,2.1
2010-03-16,28.6,22,25.3,5.4
2010-03-17,30.6,18.4,24.5,5.6
2010-03-18,33,19.4,26.2,5.8
2010-03-19,33.7,19.5,26.6,8.3
2010-03-20,33.2,20.4,26.8,5.2
2010-03-21,31.7,21,26.35,4.2
2010-03-22,32.2,20.6,26.4,4.8
2010-03-23,31.9,20.2,26.05,4.4
2010-03-24,32.2,20.9,26.55,6.9
2010-03-25,32,20.6,26.3,6.3
2010-03-26,31.8,20.6,26.2,4.9
2010-03-27,31,20.4,25.7,5.5
2010-03-28,31.5,20.8,26.15,6
2010-03-29,30.6,20.6,25.6,6.3
2010-03-30,30.8,21,25.9,4.3
2010-03-31,29.1,20.6,24.85,3.4
2010-04-01,29.8,20.2,25,3.7
2010-04-02,26.7,20.4,23.55,2.7
2010-04-03,27.8,21,24.4,3.7
2010-04-04,28.8,20.7,24.75,4.4
2010-04-05,26.2,21.5,23.85,3.3
2010-04-06,20.4,15.5,17.95,2.2
2010-04-07,23.6,11.7,17.65,4.9
2010-04-08,23.9,12.1,18,5.5
2010-04-09,25.6,11.9,18.75,4.9
2010-04-10,26.8,13.3,20.05,4.6
2010-04-11,27.6,14.1,20.85,4.9
2010-04-12,27.7,14.3,21,5
2010-04-13,27.7,14.4,21.05,5.4
2010-04-14,28.9,15.2,22.05,4
2010-04-15,29.7,15.5,22.6,5
2010-04-16,31.4,16.4,23.9,2.4
2010-04-17,31.8,16.4,24.1,5.4
2010-04-18,31.2,17,24.1,5.1
2010-04-19,31.9,17.4,24.65,5.5
2010-04-20,32.2,18,25.1,5.6
2010-04-21,32.2,17.5,24.85,5.5
2010-04-22,32.2,18.2,25.2,6
2010-04-23,32.6,18.8,25.7,6.3
2010-04-24,32.2,19.7,25.95,4.1
2010-04-25,32.6,20.6,26.6,6
2010-04-26,31.8,18.4,25.1,6.9
2010-04-27,32.1,18.9,25.5,5
2010-04-28,31.9,18.8,25.35,4.2
2010-04-29,30.8,17.9,24.35,5.3
2010-04-30,29.1,16.7,22.9,5.4
2010-05-01,27.2,15.7,21.45,5.1
2010-05-02,27.9,11,19.45,6.4
2010-05-03,30.1,15,22.55,4.2
2010-05-04,30.4,17.4,23.9,5
2010-05-05,30.4,17.7,24.05,4.9
2010-05-06,31.8,17.9,24.85,5.6
2010-05-07,30.5,18.9,24.7,4
2010-05-08,28.8,19.5,24.15,3.3
2010-05-09,22.6,17,19.8,2.5
2010-05-10,24.3,12.4,18.35,4.2
2010-05-11,25.5,11.1,18.3,5.1
2010-05-12,21.6,10.6,16.1,4.1
2010-05-13,24.2,7.1,15.65,3
2010-05-14,25.8,10.3,18.05,3.5
2010-05-15,29.7,12,20.85,4.7
2010-05-16,30.9,12.2,21.55,3.9
2010-05-17,29,15,22,4.6
2010-05-18,27.6,15.8,21.7,4
2010-05-19,21,13.7,17.35,1
2010-05-20,22,9.7,15.85,3
2010-05-21,23.6,9.5,16.55,3.8
2010-05-22,26,12.4,19.2,3
2010-05-23,28.4,14.1,21.25,3.5
2010-05-24,28.6,14.4,21.5,3
2010-05-25,28.5,18.4,23.45,2.4
2010-05-26,29,16.2,22.6,4.9
2010-05-27,27,14,20.5,4.5
2010-05-28,26.3,13.5,19.9,4.3
2010-05-29,28.1,14.5,21.3,4.6
2010-05-30,29.3,14.8,22.05,6
2010-05-31,23.6,15.3,19.45,2.7
2010-06-01,24.3,11.4,17.85,4.1
2010-06-02,24.8,11.7,18.25,2.1
2010-06-03,26.6,12.8,19.7,4.3
2010-06-04,27.9,13.3,20.6,4
2010-06-05,22.6,15.6,19.1,3.2
2010-06-06,22.6,8.5,15.55,3.5
2010-06-07,25.2,7.6,16.4,2.6
2010-06-08,27.7,9.7,18.7,3.3
2010-06-09,27.7,11.3,19.5,3.8
2010-06-10,27.1,14.6,20.85,2.8
2010-06-11,24.6,14.4,19.5,3.2
2010-06-12,23.9,10.1,17,5
2010-06-13,24.6,9,16.8,3.5
2010-06-14,25.8,9.8,17.8,3.7
2010-06-15,27.5,10.4,18.95,3.8
2010-06-16,27.6,11,19.3,4.1
2010-06-17,29.8,9.8,19.8,4
2010-06-18,29.4,12.1,20.75,5.7
2010-06-19,30.7,12.1,21.4,6.9
2010-06-20,30.5,12.5,21.5,5.4
2010-06-21,31.8,12.4,22.1,5.9
2010-06-22,30.6,13.3,21.95,4.3
2010-06-23,28.8,15,21.9,3.3
2010-06-24,29.9,16.6,23.25,5.3
2010-06-25,29.8,15.4,22.6,4.3
2010-06-26,28.9,14.4,21.65,5.3
2010-06-27,27,10.6,18.8,5
2010-06-28,28.5,11,19.75,3.8
2010-06-29,27.8,11.8,19.8,4.6
2010-06-30,28.8,11.2,20,4.3
2010-07-01,27.6,12,19.8,3.9
2010-07-02,28,9.8,18.9,6
2010-07-03,29.7,11.4,20.55,4
2010-07-04,28.8,11.3,20.05,4.1
2010-07-05,28.4,10.9,19.65,5.4
2010-07-06,29.4,12,20.7,3.5
2010-07-07,27.8,13.3,20.55,5.5
2010-07-08,28.5,11,19.75,4.9
2010-07-09,29.6,13.9,21.75,4.4
2010-07-10,29.9,13.6,21.75,5
2010-07-11,29.7,14.9,22.3,4.7
2010-07-12,30.9,15.4,23.15,4.9
2010-07-13,27.4,17.4,22.4,3.4
2010-07-14,26.3,15.7,21,2.9
2010-07-15,29.6,15.1,22.35,3.1
2010-07-16,27,15.6,21.3,5.6
2010-07-17,28.6,13,20.8,4.5
2010-07-18,28.7,14.2,21.45,5.5
2010-07-19,29.3,14.9,22.1,6.7
2010-07-20,29.8,14.7,22.25,4.8
2010-07-21,30.5,15.2,22.85,7.4
2010-07-22,31.4,15.6,23.5,6.9
2010-07-23,31.7,16.1,23.9,5.3
2010-07-24,30.7,15.1,22.9,9.2
2010-07-25,27.5,13.1,20.3,5
2010-07-26,29.4,11.8,20.6,5.4
2010-07-27,29.2,14,21.6,7.1
2010-07-28,28.3,12.6,20.45,6
2010-07-29,30.7,17.8,24.25,8.4
2010-07-30,28.6,14.3,21.45,7.4
2010-07-31,30.8,14.9,22.85,7.5
2010-08-01,32.6,14.7,23.65,7
2010-08-02,31.6,14.7,23.15,5
2010-08-03,30.9,13.8,22.35,6.5
2010-08-04,30.1,12.6,21.35,7.1
2010-08-05,28.4,11.9,20.15,4.1
2010-08-06,25.6,10,17.8,6.7
2010-08-07,29.3,8.6,18.95,5
2010-08-08,31.4,12.4,21.9,6.4
2010-08-09,31.8,13.7,22.75,8
2010-08-10,30.6,12.4,21.5,6
2010-08-11,29.4,13,21.2,5.4
2010-08-12,30.2,14.9,22.55,10.3
2010-08-13,30,14.1,22.05,9.5
2010-08-14,26.9,14.5,20.7,6.9
2010-08-15,26.8,12.3,19.55,6.8
2010-08-16,26.8,6,16.4,6.9
2010-08-17,26.2,7.2,16.7,6.1
2010-08-18,27.2,8.9,18.05,7.4
2010-08-19,28.4,9.9,19.15,6.3
2010-08-20,29.4,11.2,20.3,5.3
2010-08-21,30.8,11.9,21.35,7.9
2010-08-22,31.8,13.1,22.45,7.5
2010-08-23,32.4,12.7,22.55,8.7
2010-08-24,33,14.4,23.7,8.8
2010-08-25,33.8,14.5,24.15,9.7
2010-08-26,33.4,14.9,24.15,7.8
2010-08-27,34.1,14.8,24.45,8.2
2010-08-28,34.8,15.7,25.25,9.3
2010-08-29,35.6,16.5,26.05,8.4
2010-08-30,34.8,17.9,26.35,8
2010-08-31,32.8,15.2,24,9.1
2010-09-01,32,15.9,23.95,8
2010-09-02,33.2,15.7,24.45,9.2
2010-09-03,34.4,16,25.2,9.7
2010-09-04,34.9,17.2,26.05,9.3
2010-09-05,32.6,20,26.3,8.7
2010-09-06,33.4,15.7,24.55,9.3
2010-09-07,25,15.8,20.4,2.6
2010-09-08,29.4,14.1,21.75,6.4
2010-09-09,31.2,13.2,22.2,7.5
2010-09-10,33.6,13.7,23.65,6.9
2010-09-11,33.2,15.5,24.35,9.6
2010-09-12,33.8,16.6,25.2,11.3
2010-09-13,33.6,14.8,24.2,11.9
2010-09-14,32.8,18,25.4,8.4
2010-09-15,31.6,16.8,24.2,4.5
2010-09-16,36.8,17.4,27.1,7.9
2010-09-17,37.2,19.8,28.5,9.7
2010-09-18,33.8,18.9,26.35,9.2
2010-09-19,33.6,14.5,24.05,9
2010-09-20,34.4,16.5,25.45,7.6
2010-09-21,32.7,17.9,25.3,8.8
2010-09-22,34.7,20.4,27.55,12.5
2010-09-23,36,21.4,28.7,11.6
2010-09-24,30.6,19.3,24.95,3.4
2010-09-25,32.8,17.6,25.2,7.7
2010-09-26,19.5,17.9,18.7,0.3
2010-09-27,21.6,17.2,19.4,2.2
2010-09-28,20.8,17.6,19.2,1.4
2010-09-29,23.1,17.7,20.4,2.1
2010-09-30,25.9,18.9,22.4,2.4
2010-10-01,32.2,19.3,25.75,1.6
2010-10-02,25,19,22,0.3
2010-10-03,26,18.6,22.3,5.1
2010-10-04,31.7,15.9,23.8,4.6
2010-10-05,33.6,19.2,26.4,7.7
2010-10-06,35.5,18.1,26.8,10.8
2010-10-07,27.1,18.7,22.9,1.9
2010-10-08,26.1,17.8,21.95,7
2010-10-09,27.6,13,20.3,10
2010-10-10,26.2,13.4,19.8,4.3
2010-10-11,28.4,12.6,20.5,9
2010-10-12,27.8,11.5,19.65,9.4
2010-10-13,32.5,12.3,22.4,6.1
2010-10-14,35.2,17.3,26.25,8
2010-10-15,29.6,20.1,24.85,6.1
2010-10-16,31.9,19.2,25.55,6.4
2010-10-17,32.8,19.4,26.1,6.9
2010-10-18,28.2,20.4,24.3,3.9
2010-10-19,30.2,15,22.6,8.5
2010-10-20,31.6,13,22.3,9.5
2010-10-21,33.9,15,24.45,10.1
2010-10-22,35.4,17.1,26.25,8.3
2010-10-23,27.1,20,23.55,0.9
2010-10-24,32.2,19.5,25.85,8.7
2010-10-25,32.6,18.6,25.6,8.8
2010-10-26,30.8,17.9,24.35,8.4
2010-10-27,30,15,22.5,7.9
2010-10-28,32.4,15,23.7,8.4
2010-10-29,35.1,16,25.55,11.1
2010-10-30,30.9,18.7,24.8,5.5
2010-10-31,28,18.4,23.2,3.9
2010-11-01,28,21.3,24.65,3
2010-11-02,29.6,19.3,24.45,4.9
2010-11-03,31.6,18.1,24.85,8.5
2010-11-04,33.1,18.1,25.6,8.8
2010-11-05,31.6,19.4,25.5,10.6
2010-11-06,26.8,19.8,23.3,3.8
2010-11-07,30.2,15.4,22.8,8.5
2010-11-08,33,18.2,25.6,8.3
2010-11-09,32.1,21,26.55,7.7
2010-11-10,30.8,19.3,25.05,7.5
2010-11-11,31.2,18.1,24.65,9.1
2010-11-12,30.8,16.1,23.45,8.4
2010-11-13,28.8,17,22.9,5.1
2010-11-14,27.6,16.8,22.2,3.3
2010-11-15,30.6,17.2,23.9,6.7
2010-11-16,27,17.1,22.05,2.2
2010-11-17,29.8,18.1,23.95,6.7
2010-11-18,29.9,16.9,23.4,9.6
2010-11-19,32.8,14.9,23.85,8.3
2010-11-20,34,19.8,26.9,8.7
2010-11-21,33.2,19.3,26.25,8.1
2010-11-22,28.5,19.4,23.95,4.5
2010-11-23,30.1,19.7,24.9,6.2
2010-11-24,32.4,20.1,26.25,6.8
2010-11-25,32.8,21.2,27,9
2010-11-26,32.8,19.7,26.25,7
2010-11-27,34.2,19,26.6,9.6
2010-11-28,35,19.6,27.3,9.8
2010-11-29,32.5,19.6,26.05,9.4
2010-11-30,30,20.5,25.25,3.5
2010-12-01,32.8,20.1,26.45,9.3
2010-12-02,31.4,20,25.7,5.8
2010-12-03,32.1,22.9,27.5,7.4
2010-12-04,34.1,20.8,27.45,7.6
2010-12-05,34.4,21.6,28,8.4
2010-12-06,31.8,20.1,25.95,7.5
2010-12-07,33.2,20.2,26.7,6.8
2010-12-08,33,23.2,28.1,8.7
2010-12-09,32.9,20,26.45,8.1
2010-12-10,34.2,20.2,27.2,8.4
2010-12-11,33.4,22.9,28.15,10.1
2010-12-12,34,22.7,28.35,8.8
2010-12-13,31.4,21.8,26.6,5.9
2010-12-14,26.2,20.2,23.2,2.5
2010-12-15,29,19,24,2.9
2010-12-16,29.8,20.4,25.1,5.5
2010-12-17,30.7,20.1,25.4,7.3
2010-12-18,27.3,19.5,23.4,3.4
2010-12-19,31.6,19.5,25.55,4.4
2010-12-20,32.6,19.4,26,7.9
2010-12-21,33,21,27,9.8
2010-12-22,30.6,20.1,25.35,6.1
2010-12-23,31.1,20.6,25.85,6.1
2010-12-24,29.6,21.6,25.6,4.5
2010-12-25,31,21.3,26.15,3.2
2010-12-26,27.6,21.7,24.65,4.2
2010-12-27,28.9,21.8,25.35,3.8
2010-12-28,31,20.8,25.9,5.6
2010-12-29,31.5,18.4,24.95,8.1
2010-12-30,31.9,17.4,24.65,9.3
2010-12-31,31.6,18.2,24.9,7.2
2011-01-01,31.2,20.6,25.9,5.9
2011-01-02,29.1,21.2,25.15,3.9
2011-01-03,23.4,20.6,22,1.6
2011-01-04,30.6,20.6,25.6,4.7
2011-01-05,31.4,20.1,25.75,6.8
2011-01-06,30.1,20.9,25.5,4.7
2011-01-07,29.7,21.4,25.55,3.2
2011-01-08,28.1,21.4,24.75,4.7
2011-01-09,29.6,20.7,25.15,5.8
2011-01-10,30.5,20.4,25.45,6.7
2011-01-11,26.8,21.2,24,2.2
2011-01-12,28.8,22,25.4,6.7
2011-01-13,28.1,21.6,24.85,4
2011-01-14,30.4,21.2,25.8,3.5
2011-01-15,31.5,20.1,25.8,5.2
2011-01-16,31.8,20.9,26.35,6.7
2011-01-17,30.9,21,25.95,5.2
2011-01-18,27.6,20.8,24.2,2.8
2011-01-19,31,21.1,26.05,6.8
2011-01-20,30.5,20.8,25.65,3.6
2011-01-21,33.3,21,27.15,8.7
2011-01-22,33.8,21.5,27.65,7.3
2011-01-23,32.6,20.4,26.5,8
2011-01-24,34.3,20.9,27.6,7.2
2011-01-25,32.7,22.8,27.75,9
2011-01-26,33.1,20.4,26.75,9.7
2011-01-27,32.8,21.4,27.1,9.2
2011-01-28,34,20.7,27.35,7.8
2011-01-29,34.4,20.8,27.6,9
2011-01-30,33.7,20.2,26.95,7.2
2011-01-31,32.8,21.6,27.2,7
2011-02-01,29.8,19.8,24.8,3.3
2011-02-02,31.8,20.7,26.25,8.4
2011-02-03,31,20.2,25.6,8.9
2011-02-04,31.6,20.4,26,7.6
2011-02-05,32,19.8,25.9,7.8
2011-02-06,33,19.9,26.45,8.7
2011-02-07,32,21.2,26.6,5.4
2011-02-08,32.5,20.6,26.55,9.9
2011-02-09,32,21.3,26.65,7.6
2011-02-10,32.3,20.9,26.6,6.6
2011-02-11,31.6,20.5,26.05,5.9
2011-02-12,33.2,20.8,27,8.3
2011-02-13,31.6,20,25.8,4.7
2011-02-14,31,20.2,25.6,5.2
2011-02-15,29.8,21,25.4,3.4
2011-02-16,31.2,21,26.1,5.8
2011-02-17,29.8,20.4,25.1,5
2011-02-18,29.8,20.4,25.1,5.2
2011-02-19,31.8,19.4,25.6,6.9
2011-02-20,33.9,19.3,26.6,8.3
2011-02-21,34,19.7,26.85,8.9
2011-02-22,33,20.2,26.6,6.5
2011-02-23,33.6,20.7,27.15,7.2
2011-02-24,33.2,20.6,26.9,5.8
2011-02-25,33.4,20.9,27.15,9.1
2011-02-26,30.8,21.3,26.05,6.4
2011-02-27,31.3,21.4,26.35,5.7
2011-02-28,26.8,21.4,24.1,2.2
2011-03-01,27.2,19.8,23.5,2.3
2011-03-02,25.2,21,23.1,2.3
2011-03-03,21.9,19.7,20.8,1
2011-03-04,21.7,18.4,20.05,1.4
2011-03-05,22.6,19.3,20.95,1.4
2011-03-06,24.2,19.6,21.9,0.5
2011-03-07,26.3,19.3,22.8,2.2
2011-03-08,26.9,19.2,23.05,1.2
2011-03-09,29.2,20.2,24.7,4.1
2011-03-10,30,20.6,25.3,6.1
2011-03-11,28.2,20.4,24.3,3.7
2011-03-12,28.4,20.4,24.4,4.5
2011-03-13,30.6,19.4,25,6
2011-03-14,29.6,19.7,24.65,5.1
2011-03-15,29.4,20.6,25,5.4
2011-03-16,30.1,19.6,24.85,6.2
2011-03-17,31.7,19.6,25.65,5.2
2011-03-18,29.7,21.2,25.45,3.4
2011-03-19,29.6,21.3,25.45,5.7
2011-03-20,24.4,19.9,22.15,1.1
2011-03-21,25.1,19.6,22.35,1
2011-03-22,23.5,19.6,21.55,0.4
2011-03-23,26.8,19.7,23.25,3.1
2011-03-24,27.8,19.7,23.75,3.3
2011-03-25,31.7,18.6,25.15,5.3
2011-03-26,32.7,19.9,26.3,5.7
2011-03-27,34.1,21,27.55,8
2011-03-28,31,19.6,25.3,3
2011-03-29,31.6,21.4,26.5,4.7
2011-03-30,30.9,20.2,25.55,4.7
2011-03-31,31.8,19.1,25.45,5.2
2011-04-01,33.2,19.4,26.3,6
2011-04-02,27.6,20.6,24.1,3.3
2011-04-03,26.4,19.4,22.9,1.4
2011-04-04,28.5,19.4,23.95,4.5
2011-04-05,25.4,19.4,22.4,1.7
2011-04-06,30.4,17.9,24.15,4.6
2011-04-07,30.6,16.3,23.45,5.6
2011-04-08,30.6,17.1,23.85,4.8
2011-04-09,28.8,17.6,23.2,3.5
2011-04-10,29.2,15.3,22.25,7.3
2011-04-11,30,17.2,23.6,5.3
2011-04-12,31.5,19.1,25.3,8.2
2011-04-13,25.5,18.6,22.05,1
2011-04-14,32.2,17.4,24.8,3.4
2011-04-15,31.4,20,25.7,5.8
2011-04-16,30.8,18.3,24.55,6.1
2011-04-17,31.6,18.2,24.9,6.2
2011-04-18,30.6,18.9,24.75,4.5
2011-04-19,30.9,18.6,24.75,6
2011-04-20,30.9,18.2,24.55,5.8
2011-04-21,31.6,18,24.8,7.1
2011-04-22,31.4,17.9,24.65,5.4
2011-04-23,31.6,17.8,24.7,4.1
2011-04-24,31.8,18.1,24.95,5.6
2011-04-25,31.4,18.8,25.1,3.4
2011-04-26,25.6,18.1,21.85,6.2
2011-04-27,25.4,17,21.2,2.9
2011-04-28,24.8,16.2,20.5,2.3
2011-04-29,29.2,15.2,22.2,4.9
2011-04-30,29.7,13.8,21.75,5
2011-05-01,29,17,23,3.7
2011-05-02,21.3,16.9,19.1,0.6
2011-05-03,26.1,11.8,18.95,3.9
2011-05-04,29,13.4,21.2,3.7
2011-05-05,31.3,14.8,23.05,4.7
2011-05-06,31.6,16.2,23.9,5.7
2011-05-07,31.5,15.9,23.7,4.5
2011-05-08,30.7,15.6,23.15,5
2011-05-09,29.2,16,22.6,4.1
2011-05-10,29.5,16.4,22.95,4.3
2011-05-11,28.6,16,22.3,4.4
2011-05-12,28.7,16.2,22.45,2.7
2011-05-13,29.6,16.5,23.05,4.2
2011-05-14,29.2,15.1,22.15,3.9
2011-05-15,29.4,14.9,22.15,3.5
2011-05-16,24.6,13.6,19.1,4
2011-05-17,24.7,12,18.35,4.5
2011-05-18,25.3,10,17.65,2.5
2011-05-19,25.8,11.6,18.7,3.9
2011-05-20,27,14.8,20.9,3.3
2011-05-21,27.7,12.7,20.2,2.9
2011-05-22,26.6,12.4,19.5,4
2011-05-23,27.2,11.8,19.5,4.9
