@relation dadosClimaticos

@attribute data date yyyy-MM-dd
@attribute tmax numeric
@attribute tmin numeric
@attribute tmed numeric
@attribute etp numeric

@data
2013-02-07,26.8,19.2,23,3.4
2013-02-08,25.4,19.8,22.6,3.1
2013-02-09,24.2,18.8,21.5,0.9
2013-02-10,30.8,19.3,25.05,1.9
2013-02-11,31.8,19.8,25.8,4.3
2013-02-12,33.1,19.9,26.5,7
2013-02-13,32,22,27,4.9
2013-02-14,33.8,21,27.4,6.5
2013-02-15,33.3,21,27.15,5.2
2013-02-16,35.1,22,28.55,8.2
2013-02-17,31.6,20.3,25.95,5.1
2013-02-18,33.7,20.8,27.25,8.1
2013-02-19,32.3,20.6,26.45,5.1
2013-02-20,32.4,20.6,26.5,6.3
2013-02-21,32.2,19.6,25.9,7.9
2013-02-22,31.5,19.1,25.3,7.6
2013-02-23,29.4,19.1,24.25,3.5
2013-02-24,32.4,18,25.2,6.7
2013-02-25,31.6,19.4,25.5,5.9
2013-02-26,31.3,19.8,25.55,5.2
2013-02-27,30.3,20.6,25.45,6.6
2013-02-28,31.3,20.5,25.9,4.1
2013-03-01,28.6,19.4,24,4.7
2013-03-02,29.8,18.2,24,5.9
2013-03-03,31.7,18.8,25.25,4.4
2013-03-04,33.2,20.4,26.8,7.3
2013-03-05,34,20.1,27.05,7.6
2013-03-06,32.7,20.1,26.4,4.6
2013-03-07,34.6,22.2,28.4,6.6
2013-03-08,34.3,20.4,27.35,6.3
2013-03-09,32.9,20.6,26.75,5.6
2013-03-10,32.9,20.5,26.7,5.6
2013-03-11,31.5,20.6,26.05,5.8
2013-03-12,33.6,20.2,26.9,5.8
2013-03-13,30.2,21.7,25.95,3.8
2013-03-14,28.2,22.3,25.25,2.9
2013-03-15,30.4,20.3,25.35,3.8
2013-03-16,32,21.6,26.8,4.2
2013-03-17,32,21,26.5,5.3
2013-03-18,27.2,19,23.1,5.6
2013-03-19,22.6,17.7,20.15,0.7
2013-03-20,25.6,18.4,22,3.3
2013-03-21,26,18,22,1.6
2013-03-22,28.8,19,23.9,2.7
2013-03-23,31.6,20,25.8,5
2013-03-24,29.4,18.8,24.1,4.4
2013-03-25,28.8,18.9,23.85,5.2
2013-03-26,23.2,20.3,21.75,0.7
2013-03-27,28.4,18.5,23.45,3.9
2013-03-28,28.4,17.5,22.95,5.4
2013-03-29,30.2,14.8,22.5,4.8
2013-03-30,30,16.2,23.1,4.4
2013-03-31,30.4,19.2,24.8,3.4
2013-04-01,32.6,19.4,26,3.8
2013-04-02,29.2,20.6,24.9,4.1
2013-04-03,30.9,19.5,25.2,3.7
2013-04-04,27.8,20.2,24,2.3
2013-04-05,26.6,20.4,23.5,2
2013-04-06,27.7,20.9,24.3,1.6
2013-04-07,29.8,19.9,24.85,3.6
2013-04-08,31.4,20.4,25.9,4.5
2013-04-09,30.8,19.6,25.2,4
2013-04-10,25.2,20,22.6,1.7
2013-04-11,27.2,19.3,23.25,1.9
2013-04-12,29.5,20.1,24.8,3.6
2013-04-13,23.6,20.9,22.25,1.5
2013-04-14,26.8,19,22.9,3.3
2013-04-15,27.6,15,21.3,5.1
2013-04-16,28.4,13.5,20.95,4.5
2013-04-17,28.1,13.6,20.85,5.5
2013-04-18,28.6,13,20.8,3.8
2013-04-19,30,14.2,22.1,4.2
2013-04-20,30.2,15,22.6,4.4
2013-04-21,28.2,14.1,21.15,3.8
2013-04-22,26.3,14,20.15,4.1
2013-04-23,26.1,14.4,20.25,3.9
2013-04-24,27.9,14.2,21.05,4
2013-04-25,28.5,15.8,22.15,4.1
2013-04-26,29,14.3,21.65,3.4
2013-04-27,28.8,14.8,21.8,4.8
2013-04-28,28.5,15,21.75,3.7
2013-04-29,28.8,16.2,22.5,4.1
2013-04-30,30.1,15,22.55,3.8
2013-05-01,31.2,16.3,23.75,4.3
2013-05-02,31.6,17.2,24.4,4.1
2013-05-03,30.2,17.2,23.7,6
2013-05-04,30.4,16.4,23.4,4.6
2013-05-05,31.4,17.6,24.5,5.5
2013-05-06,26.9,17.2,22.05,3.8
2013-05-07,26,12.4,19.2,3.9
2013-05-08,24.8,8.9,16.85,3.3
2013-05-09,28.5,10,19.25,4
2013-05-10,29.6,10.7,20.15,3.9
2013-05-11,30,12.7,21.35,4.7
2013-05-12,29.1,13.6,21.35,4
2013-05-13,28.7,13.3,21,3
2013-05-14,30.2,15.8,23,3.6
2013-05-15,30,17.8,23.9,3.5
2013-05-16,31.4,17.2,24.3,5.1
2013-05-17,28.6,19.3,23.95,4.1
2013-05-18,28.6,15.2,21.9,4
2013-05-19,30.9,16.4,23.65,3.3
2013-05-20,30.5,17,23.75,3.6
2013-05-21,30,17,23.5,2.4
2013-05-22,30.6,18.9,24.75,5.7
2013-05-23,27.8,17.4,22.6,2.6
2013-05-24,21,16,18.5,2.6
2013-05-25,24.7,14.8,19.75,2.4
2013-05-26,26.8,12.1,19.45,3.2
2013-05-27,24.7,15,19.85,1.8
2013-05-28,24.8,15.2,20,2.7
2013-05-29,18.8,15.1,16.95,1.2
2013-05-30,23.6,16.2,19.9,0.8
2013-05-31,26.6,14.6,20.6,2.9
2013-06-01,29.4,14.8,22.1,3.3
2013-06-02,26.3,16.7,21.5,2.2
2013-06-03,22.4,15.5,18.95,1.1
2013-06-04,23.9,13.3,18.6,2
2013-06-05,27,12.6,19.8,2.8
2013-06-06,29.3,13.6,21.45,3
2013-06-07,28.9,15.5,22.2,3.5
2013-06-08,27.8,15.7,21.75,3.6
2013-06-09,28.3,14.7,21.5,2.7
2013-06-10,26.7,15.6,21.15,1.2
2013-06-11,28.1,16.4,22.25,4.3
2013-06-12,28.6,16.4,22.5,3
2013-06-13,29.4,15.7,22.55,2.1
2013-06-14,28.7,14.7,21.7,3.6
2013-06-15,26.6,13.6,20.1,3.3
2013-06-16,29.1,15.4,22.25,4.8
2013-06-17,25.6,17,21.3,4
2013-06-18,27.8,13.4,20.6,2.1
2013-06-19,29.2,13.2,21.2,4
2013-06-20,28.6,16.8,22.7,3.6
2013-06-21,28,15.3,21.65,5.1
2013-06-22,21.2,17.4,19.3,0.9
2013-06-23,27.2,15.7,21.45,2.2
2013-06-24,28.4,14.7,21.55,2.2
2013-06-25,26.2,16.6,21.4,1.7
2013-06-26,21.7,17.4,19.55,0.7
2013-06-27,24.6,16.2,20.4,1
2013-06-28,28.6,16.2,22.4,3
2013-06-29,28.5,15.6,22.05,3.2
2013-06-30,29.6,16,22.8,3
2013-07-01,28.6,15.9,22.25,3.3
2013-07-02,25.9,15,20.45,3.6
2013-07-03,27.8,13.5,20.65,3.4
2013-07-04,26.4,13.2,19.8,3.2
2013-07-05,27.2,13.2,20.2,3.4
2013-07-06,29.2,13,21.1,3.9
2013-07-07,29.4,11.8,20.6,2.2
2013-07-08,27.4,12.9,20.15,4.3
2013-07-09,26.7,13.1,19.9,2.5
2013-07-10,26.5,13.3,19.9,3.2
2013-07-11,25.6,12.2,18.9,3.5
2013-07-12,27.2,12.1,19.65,2.7
2013-07-13,28.4,14,21.2,4.8
2013-07-14,26.9,15.6,21.25,3.1
2013-07-15,28.3,13,20.65,3.8
2013-07-16,28.3,13.7,21,3
2013-07-17,28.8,12.3,20.55,4.5
2013-07-18,30,12,21,4.3
2013-07-19,28.3,13.1,20.7,5.4
2013-07-20,29.8,15.8,22.8,4.2
2013-07-21,31.2,18.6,24.9,3.6
2013-07-22,25.6,17.5,21.55,5.5
2013-07-23,14,9.7,11.85,1.2
2013-07-24,12.4,8.8,10.6,0.8
2013-07-25,17.4,9.1,13.25,2
2013-07-26,20.6,5.8,13.2,4
2013-07-27,26.4,8.2,17.3,3.4
2013-07-28,26.3,8.4,17.35,2.2
2013-07-29,27.3,9.5,18.4,5.6
2013-07-30,29,9.6,19.3,2.9
2013-07-31,29.6,10.9,20.25,4.5
2013-08-01,29.3,11.6,20.45,5.3
2013-08-02,31.6,12.1,21.85,5
2013-08-03,31.3,11.5,21.4,5.8
2013-08-04,31.4,13.1,22.25,5.3
2013-08-05,32.1,14.3,23.2,4.3
2013-08-06,31.6,15,23.3,4.3
2013-08-07,29.7,14,21.85,5.3
2013-08-08,30.3,14.2,22.25,6.9
2013-08-09,31.8,16.6,24.2,5.1
2013-08-10,28,14.1,21.05,5.8
2013-08-11,22.5,9.8,16.15,4
2013-08-12,30.2,9.8,20,3.4
2013-08-13,31.3,16,23.65,5.5
2013-08-14,23.2,12.4,17.8,3.7
2013-08-15,21.2,4.6,12.9,4.6
2013-08-16,28.8,8,18.4,3
2013-08-17,27.6,10.4,19,4.2
2013-08-18,29,13.1,21.05,5.1
2013-08-19,29.2,12.2,20.7,4.7
2013-08-20,28.5,12.3,20.4,4.3
2013-08-21,29,12.9,20.95,5.5
2013-08-22,30,16.9,23.45,5.5
2013-08-23,32.5,16.7,24.6,6.7
2013-08-24,32.7,16.4,24.55,6.9
2013-08-25,33,11.8,22.4,6.5
2013-08-26,29.5,15.7,22.6,4
2013-08-27,17.3,9.7,13.5,5
2013-08-28,23.2,5,14.1,4
2013-08-29,30.1,7.6,18.85,5.3
2013-08-30,32.1,11,21.55,5.9
2013-08-31,31.8,13.4,22.6,5.5
2013-09-01,32.6,15,23.8,6.2
2013-09-02,33.2,15.2,24.2,8.4
2013-09-03,25.3,15.9,20.6,1.8
2013-09-04,23.6,16,19.8,2.3
2013-09-05,29,12.3,20.65,5.6
2013-09-06,29.4,13.8,21.6,7.3
2013-09-07,30.7,12.6,21.65,5.7
2013-09-08,31.6,15.2,23.4,5.4
2013-09-09,31.6,14.2,22.9,6.8
2013-09-10,32.8,14.6,23.7,6.2
2013-09-11,32.1,15,23.55,7.1
2013-09-12,31.9,15.3,23.6,6.7
2013-09-13,31.8,15,23.4,7.1
2013-09-14,33.6,16.3,24.95,7.4
2013-09-15,33.9,19.1,26.5,8.4
2013-09-16,35.6,19.7,27.65,9.1
2013-09-17,25.4,17.8,21.6,4
2013-09-18,26.5,16.2,21.35,1.5
2013-09-19,31.6,18.4,25,4.5
2013-09-20,34,18,26,8.7
2013-09-21,35.2,20,27.6,10.7
2013-09-22,35.4,21.4,28.4,9.3
2013-09-23,32,21.2,26.6,6
2013-09-24,23.8,18.1,20.95,3.7
2013-09-25,25.5,11.7,18.6,7.2
2013-09-26,27.6,11,19.3,7
2013-09-27,31.8,10.4,21.1,7.6
2013-09-28,36.4,13.2,24.8,8.1
2013-09-29,19.7,16.8,18.25,1.4
2013-09-30,24.6,16.4,20.5,2.8
2013-10-01,28.3,18,23.15,4.5
2013-10-02,21.6,18.9,20.25,0.6
2013-10-03,31.9,17.9,24.9,5.7
2013-10-04,22.8,18.2,20.5,1.7
2013-10-05,28.8,18.2,23.5,5.6
2013-10-06,28.7,14.6,21.65,8.4
2013-10-07,28.1,14.3,21.2,7.5
2013-10-08,23.4,13.5,18.45,3.1
2013-10-09,27,12.2,19.6,3.6
2013-10-10,28.6,13.6,21.1,5.6
2013-10-11,29.6,14.9,22.25,6.5
2013-10-12,27.8,16.4,22.1,4.6
2013-10-13,33,17.6,25.3,7.6
2013-10-14,32.9,19.3,26.1,7.1
2013-10-15,29.6,21.1,25.35,4.2
2013-10-16,24,18.6,21.3,0.3
2013-10-17,26.7,18.1,22.4,4.1
2013-10-18,28.8,18.1,23.45,4.8
2013-10-19,31.4,16,23.7,7.5
2013-10-20,33.2,15.8,24.5,7.3
2013-10-21,34.3,18.4,26.35,8.6
2013-10-22,33.4,20.2,26.8,5.3
2013-10-23,33.6,20.2,26.9,7.7
2013-10-24,34.3,19.8,27.05,7.6
2013-10-25,33,21.4,27.2,7.5
2013-10-26,34.4,18.9,26.65,9.4
2013-10-27,34.2,21.9,28.05,8.5
2013-10-28,30.4,17,23.7,8.8
2013-10-29,33.5,12.8,23.15,6.8
2013-10-30,33.8,17,25.4,6.7
2013-10-31,33.6,18,25.8,8.3
2013-11-01,31.7,17.4,24.55,7
2013-11-02,31.3,18.2,24.75,5.9
2013-11-03,32.5,19.2,25.85,8.4
2013-11-04,26.3,19.7,23,2
2013-11-05,21.2,18.2,19.7,2
2013-11-06,19,16.1,17.55,2
2013-11-07,26.3,16.1,21.2,4
2013-11-08,31,17.8,24.4,4.9
2013-11-09,33.4,17.4,25.4,7
2013-11-10,35.5,19.1,27.3,7.6
2013-11-11,35.8,21.5,28.65,6.1
2013-11-12,31.3,20.8,26.05,3.5
2013-11-13,32.8,21.6,27.2,10.4
2013-11-14,32.6,21,26.8,7.2
2013-11-15,33.1,18.8,25.95,8.3
2013-11-16,31.6,19.6,25.6,5.9
2013-11-17,28,19.4,23.7,2.5
2013-11-18,31.8,18.9,25.35,7.7
2013-11-19,32.2,20,26.1,6.1
2013-11-20,34.2,18.6,26.4,7.9
2013-11-21,34,21.6,27.8,4.1
2013-11-22,29.9,20.6,25.25,6.1
2013-11-23,27.5,19.3,23.4,3.7
2013-11-24,26.8,19,22.9,5.1
2013-11-25,23,19.9,21.45,0.9
2013-11-26,30.6,19.2,24.9,5.4
2013-11-27,31.4,18.3,24.85,2.9
2013-11-28,34.2,20.2,27.2,9.7
2013-11-29,33.7,21,27.35,8.9
2013-11-30,31.7,20.6,26.15,4.2
2013-12-01,29.3,20.8,25.05,3.6
2013-12-02,28.3,21.3,24.8,4.1
2013-12-03,33.2,20,26.6,6
2013-12-04,33.4,20.6,27,6.7
2013-12-05,33.8,21.7,27.75,8.8
2013-12-06,32.6,19,25.8,6.6
2013-12-07,31.8,20.4,26.1,5.2
2013-12-08,33.5,19.7,26.6,4.4
2013-12-09,33,21,27,7.3
2013-12-10,29.4,20.3,24.85,3.6
2013-12-11,27.3,21.8,24.55,2.6
2013-12-12,30.5,19.1,24.8,6.3
2013-12-13,31.7,17.5,24.6,5.1
2013-12-14,31.8,20,25.9,7.6
2013-12-15,32.1,20.4,26.25,4.4
2013-12-16,32.9,19.4,26.15,8.1
2013-12-17,31.3,17.9,24.6,8
2013-12-18,32.4,17.6,25,7.8
2013-12-19,33.1,18.4,25.75,8.2
2013-12-20,32.3,19.7,26,6.6
2013-12-21,31.5,18.3,24.9,5.9
2013-12-22,31.7,18.7,25.2,7.1
2013-12-23,29,20.4,24.7,3.9
2013-12-24,30,20,25,4.5
2013-12-25,30.3,21.5,25.9,2.8
2013-12-26,33.9,21.4,27.65,5.7
2013-12-27,33.5,24,28.75,5.3
2013-12-28,32.1,20.5,26.3,6.3
2013-12-29,30.8,20.4,25.6,6
2013-12-30,30.4,21.7,26.05,7.8
2013-12-31,30.2,21,25.6,3.6
2014-01-01,31.6,21.5,26.55,5.8
2014-01-02,33.2,20.2,26.7,5.3
2014-01-03,35.4,21.8,28.6,8.3
2014-01-04,35.5,22.5,29,8
2014-01-05,33.9,21,27.45,7.9
2014-01-06,33.3,20.1,26.7,5.9
2014-01-07,32.6,19.5,26.05,8.2
2014-01-08,31.4,19.9,25.65,7.5
2014-01-09,32.8,21,26.9,7.6
2014-01-10,33.5,19.4,26.45,9.2
2014-01-11,32.4,18.5,25.45,6.3
2014-01-12,31.8,21,26.4,8.9
2014-01-13,31.9,20.1,26,4.8
2014-01-14,33,20.7,26.85,7.4
2014-01-15,32.2,19.3,25.75,5.1
2014-01-16,30.6,19.4,25,5
2014-01-17,31.2,20,25.6,7.1
2014-01-18,30.4,17.9,24.15,4.7
2014-01-19,31.7,17.9,24.8,4.6
2014-01-20,33.6,19.6,26.6,8.5
2014-01-21,31.6,19.2,25.4,7
2014-01-22,32.5,21.5,27,8.2
2014-01-23,32,20.4,26.2,5.6
2014-01-24,29.7,20.4,25.05,5.2
2014-01-25,32.6,19.4,26,6.2
2014-01-26,33.1,20.4,26.75,6.7
2014-01-27,33.6,20.2,26.9,7.9
2014-01-28,32.7,18.6,25.65,8.4
2014-01-29,32.8,16.8,24.8,6.6
2014-01-30,34.2,18.7,26.45,8.1
2014-01-31,34.2,19.9,27.05,7.3
2014-02-01,34.5,19.7,27.1,8.8
2014-02-02,32.1,21.1,26.6,8
2014-02-03,34.1,18.6,26.35,9.8
2014-02-04,34.9,19.9,27.4,7.4
2014-02-05,36.1,18.9,27.5,9.4
2014-02-06,35.2,20.6,27.9,9.4
2014-02-07,35.1,18.8,26.95,8.2
2014-02-08,34.7,20,27.35,7.9
2014-02-09,35.1,19.8,27.45,7
2014-02-10,36.2,20,28.1,9.7
2014-02-11,34.8,19.6,27.2,6.6
2014-02-12,33.4,21.2,27.3,7.4
2014-02-13,34.7,20.1,27.4,8
2014-02-14,32.5,20.2,26.35,6
2014-02-15,25.2,20.4,22.8,1.1
2014-02-16,26.3,20.6,23.45,2.2
2014-02-17,29.7,20.2,24.95,5.4
2014-02-18,31.6,20,25.8,6.5
2014-02-19,32.5,18.4,25.45,9.1
2014-02-20,33.5,17.9,25.7,8.6
2014-02-21,31.8,19.7,25.75,5.8
2014-02-22,26.4,20.5,23.45,1.1
2014-02-23,31.5,21.3,26.4,6.1
2014-02-24,30.4,20.1,25.25,5.5
2014-02-25,31,19.2,25.1,6.8
2014-02-26,33.5,18.6,26.05,6.5
2014-02-27,32.1,19.9,26,7.7
2014-02-28,30.5,21.3,25.9,4.1
2014-03-01,29.7,18,23.85,5.8
2014-03-02,31.8,18.3,25.05,5.8
2014-03-03,31.8,19.3,25.55,6.7
2014-03-04,31.6,21.8,26.7,5.5
2014-03-05,25.2,20.9,23.05,1.2
2014-03-06,31.2,20,25.6,9.8
2014-03-07,28,19.6,23.8,3.9
2014-03-08,29.7,19.1,24.4,5.7
2014-03-09,31.4,18,24.7,4.9
2014-03-10,32.4,19.1,25.75,7.3
2014-03-11,32.3,19.7,26,7.4
2014-03-12,29.4,20.4,24.9,4.3
2014-03-13,30.5,20.3,25.4,2.7
2014-03-14,32.4,20.1,26.25,2.6
2014-03-15,33.6,21.3,27.45,6.4
2014-03-16,32.8,19.8,26.3,7.7
2014-03-17,33,18.4,25.7,5
2014-03-18,32.7,19.1,25.9,6.2
2014-03-19,32,19,25.5,6.4
2014-03-20,32.3,20.3,26.3,5.6
2014-03-21,31,20.9,25.95,6.6
2014-03-22,29.1,20.3,24.7,3.2
2014-03-23,30,19.4,24.7,6.4
2014-03-24,30.6,18,24.3,5.6
2014-03-25,30.7,17.6,24.15,7.6
2014-03-26,30.7,17.1,23.9,5.5
2014-03-27,31.1,18.3,24.7,5.3
2014-03-28,31.4,17.9,24.65,5
2014-03-29,30.9,19,24.95,5.2
2014-03-30,26.5,21.3,23.9,1.8
2014-03-31,30.6,20.7,25.65,3.3
2014-04-01,31.6,20.6,26.1,5.5
2014-04-02,32.2,19.2,25.7,5.2
2014-04-03,33.5,19,26.25,6.7
2014-04-04,31.4,19.5,25.45,4
2014-04-05,31.3,18.9,25.1,7
2014-04-06,33,18.5,25.75,5.2
2014-04-07,32.7,18.3,25.5,5.2
2014-04-08,34,17.5,25.75,5
2014-04-09,32.7,19.5,26.1,4.5
2014-04-10,30.8,19.7,25.25,3.2
2014-04-11,32.1,19.4,25.75,5.3
2014-04-12,32.2,20.4,26.3,5.6
2014-04-13,30.3,20.4,25.35,1.9
2014-04-14,30,19.9,24.95,6.1
2014-04-15,24.2,18.6,21.4,1.3
2014-04-16,29,18.6,23.8,2.9
2014-04-17,30.6,18.1,24.35,5
2014-04-18,32.2,17.5,24.85,4.5
2014-04-19,32,18.4,25.2,5.5
2014-04-20,31.8,19.4,25.6,3.6
2014-04-21,31.4,19.1,25.25,3.9
2014-04-22,25.4,20,22.7,3.3
2014-04-23,27.4,18.2,22.8,5
2014-04-24,26.4,19.3,22.85,2.6
2014-04-25,27.8,15.4,21.6,1.5
2014-04-26,27.3,14.4,20.85,5.7
2014-04-27,27.1,12.6,19.85,4
2014-04-28,27.3,12.6,19.95,4
2014-04-29,27,11.9,19.45,4.2
2014-04-30,26.8,13.1,19.95,5.2
2014-05-01,27.4,13,20.2,5.6
2014-05-02,29.3,14.2,21.75,2.6
2014-05-03,28.2,16.4,22.3,4.4
2014-05-04,29.3,14.2,21.75,4.5
2014-05-05,29.6,14.8,22.2,3.5
2014-05-06,30.8,15.4,23.1,5.1
2014-05-07,30,16.4,23.2,3.7
2014-05-08,30.5,15.4,22.95,4.1
2014-05-09,29.8,15,22.4,5
2014-05-10,27.2,14.3,20.75,5.2
2014-05-11,28,12.4,20.2,3.1
2014-05-12,28.2,12.7,20.45,4.3
2014-05-13,28.6,13.5,21.05,3.3
2014-05-14,27.8,15,21.4,4.3
2014-05-15,28.9,12.8,20.85,3.4
2014-05-16,30.4,14.4,22.4,4.5
2014-05-17,29.5,17.8,23.65,5
2014-05-18,27.4,17.6,22.5,2.6
2014-05-19,30.1,14.2,22.15,4.5
2014-05-20,29.5,14.6,22.05,3.2
2014-05-21,30.1,14.9,22.5,6.3
2014-05-22,31.8,15.6,23.7,5.6
2014-05-23,23.5,18.8,21.15,0.5
2014-05-24,25.3,19.4,22.35,1.4
2014-05-25,29.1,17.6,23.35,2.4
2014-05-26,23.8,18.8,21.3,2.8
2014-05-27,20.9,8.4,14.65,3
2014-05-28,24.2,9.5,16.85,2.2
2014-05-29,21.3,11.1,16.2,3.5
2014-05-30,28.1,11.4,19.75,3.3
2014-05-31,28.4,12,20.2,4.7
2014-06-01,22.3,14,18.15,0.9
2014-06-02,25.9,15,20.45,2.3
2014-06-03,24.6,9.8,17.2,3.3
2014-06-04,28.7,8.4,18.55,3.5
2014-06-05,30.8,13.7,22.25,7
2014-06-06,31.1,16.2,23.65,4.4
2014-06-07,31.7,16,23.85,4.7
2014-06-08,30.8,15,22.9,7
2014-06-09,31,15.4,23.2,5.7
2014-06-10,28.7,16.2,22.45,3.3
2014-06-11,28.4,14.2,21.3,4
2014-06-12,28.6,13.8,21.2,4.8
2014-06-13,29.7,13.2,21.45,4.1
2014-06-14,30.6,14.4,22.5,3.8
2014-06-15,30.2,15.4,22.8,3.6
2014-06-16,30.3,15,22.65,3.5
2014-06-17,30.1,14.9,22.5,4.2
2014-06-18,30.6,16.2,23.4,3
2014-06-19,27.3,13.6,20.45,4.4
2014-06-20,26.6,11.4,19,3.3
2014-06-21,26.5,11.6,19.05,4.4
2014-06-22,29,11.6,20.3,2.5
2014-06-23,26.2,13.7,19.95,3.5
2014-06-24,28.5,12.2,20.35,3.4
2014-06-25,29.6,12.6,21.1,4.2
2014-06-26,29.9,13.6,21.75,4.5
2014-06-27,31,13.6,22.3,5.3
2014-06-28,30.8,14.2,22.5,6
2014-06-29,24.2,14.2,19.2,2.5
2014-06-30,24.7,11.9,18.3,3.4
2014-07-01,28.1,8.8,18.45,5.7
2014-07-02,30.6,14.4,22.5,4.5
2014-07-03,33.4,15,24.2,6
2014-07-04,31.5,15.4,23.45,4
2014-07-05,30.1,14.3,22.2,6.1
2014-07-06,29.8,12.4,21.1,4.6
2014-07-07,27.5,14.8,21.15,3.6
2014-07-08,27.6,17.7,22.65,3.7
2014-07-09,29,15.4,22.2,3.5
2014-07-10,26.4,15.6,21,2.9
2014-07-11,24.7,11.2,17.95,2.3
2014-07-12,26.4,12.4,19.4,3.3
2014-07-13,28.1,11.8,19.95,4.4
2014-07-14,28,11,19.5,4.6
2014-07-15,27.6,11.2,19.4,2.9
2014-07-16,29.7,12.1,20.9,5.4
2014-07-17,30.4,13.1,21.75,4.8
2014-07-18,25.3,15,20.15,2.4
2014-07-19,25.2,13.4,19.3,3
2014-07-20,27.3,8.3,17.8,4.7
2014-07-21,29.7,9,19.35,2.7
2014-07-22,30.5,13.4,21.95,5.4
2014-07-23,29.8,13.7,21.75,6.9
2014-07-24,23.8,17,20.4,3.3
2014-07-25,15.3,11.9,13.6,0.2
2014-07-26,17.7,11.4,14.55,0.5
2014-07-27,20.3,14.2,17.25,0.7
2014-07-28,24,13,18.5,2.7
2014-07-29,26.8,13.4,20.1,4
2014-07-30,28.3,12.1,20.2,4
2014-07-31,28.4,12.2,20.3,3.9
2014-08-01,30,12.3,21.15,4.9
2014-08-02,31.1,12.8,21.95,4.8
2014-08-03,31.4,12.8,22.1,5.6
2014-08-04,31.6,14,22.8,5.5
2014-08-05,28,14.4,21.2,7.6
2014-08-06,30,10.6,20.3,5.2
2014-08-07,29.5,12.7,21.1,5
2014-08-08,29.2,11.2,20.2,6.6
2014-08-09,27.7,13.6,20.65,6.4
2014-08-10,29.7,13.1,21.4,4.8
2014-08-11,31.6,11.5,21.55,5.5
2014-08-12,32.9,13.6,23.25,6.7
2014-08-13,31.4,16,23.7,7.2
2014-08-14,24,11.5,17.75,6
2014-08-15,30.2,14.3,22.25,4.4
2014-08-16,30.6,14.4,22.5,6.4
2014-08-17,30.2,16,23.1,3.4
2014-08-18,30.4,14,22.2,5.5
2014-08-19,30.1,15.7,22.9,6.6
2014-08-20,31.4,11.8,21.6,6
2014-08-21,32.3,12.8,22.55,5.9
2014-08-22,32.8,14.8,23.8,7
2014-08-23,33.1,14.8,23.95,6.5
2014-08-24,32.6,15.1,23.85,7.4
2014-08-25,33.8,15,24.4,9
2014-08-26,32.7,17.8,25.25,6.8
2014-08-27,29.3,14.7,22,6.6
2014-08-28,31.6,14.8,23.2,5.7
2014-08-29,32,14,23,6.5
2014-08-30,33.8,14.9,24.35,7.4
2014-08-31,36.4,16.5,26.45,8.1
2014-09-01,27.3,17.2,22.25,3
2014-09-02,29.8,16.8,23.3,7.7
2014-09-03,31.6,17,24.3,6
2014-09-04,27.7,15.4,21.55,9.5
2014-09-05,30.2,12.7,21.45,6.5
2014-09-06,31.6,13.8,22.7,7.8
2014-09-07,31.8,14.2,23,7
2014-09-08,32.2,17.8,25,7.9
2014-09-09,32.4,14.8,23.6,8.6
2014-09-10,34.6,16.6,25.6,9.9
2014-09-11,35.8,17.1,26.45,7.7
2014-09-12,35.6,17.4,26.5,8.8
2014-09-13,33.7,15,24.35,8.6
2014-09-14,35.4,18.3,26.85,6.9
2014-09-15,35.5,18.8,27.15,9.6
2014-09-16,32.5,17.1,24.8,7.1
2014-09-17,35.1,17,26.05,8
2014-09-18,37.2,16.4,26.8,7.7
2014-09-19,36,21.6,28.8,8.2
2014-09-20,23.3,19,21.15,0.9
2014-09-21,28.8,18.2,23.5,4.1
2014-09-22,29.5,15,22.25,9.3
2014-09-23,34.9,13.2,24.05,6.8
2014-09-24,34.6,19.6,27.1,9.5
2014-09-25,28.8,18.2,23.5,2.4
2014-09-26,30.8,19.4,25.1,4.3
2014-09-27,28.9,19.3,24.1,3.1
2014-09-28,31.9,18.9,25.4,3.5
2014-09-29,35.8,20.6,28.2,9.9
2014-09-30,28.5,19.9,24.2,3.8
2014-10-01,33.7,21.2,27.45,7.7
2014-10-02,30.8,19.4,25.1,11.1
2014-10-03,30.6,13.6,22.1,10.1
2014-10-04,29.2,11.6,20.4,11.6
2014-10-05,30.3,11.8,21.05,8.3
2014-10-06,30.8,11,20.9,7.6
2014-10-07,30,13.6,21.8,5.4
2014-10-08,33.4,13.9,23.65,8.9
2014-10-09,35.6,16.8,26.2,9.1
2014-10-10,37.1,18,27.55,9.8
2014-10-11,37.9,19.2,28.55,9.2
2014-10-12,38.2,18.8,28.5,10.5
2014-10-13,38.4,20.6,29.5,10.6
2014-10-14,40.3,23.2,31.75,10.4
2014-10-15,40.7,24,32.35,13.2
2014-10-16,40.4,20,30.2,13.3
2014-10-17,40.2,24.4,32.3,7.7
2014-10-18,40.2,21.2,30.7,14.2
2014-10-19,37.2,21,29.1,9.5
2014-10-20,31,20.2,25.6,6
2014-10-21,31.8,18.4,25.1,9.8
2014-10-22,35,17.4,26.2,8.6
2014-10-23,33.4,19.6,26.5,8.1
2014-10-24,33.9,20.7,27.3,6.5
2014-10-25,22.7,19.3,21,0.1
2014-10-26,27.6,19,23.3,2.9
2014-10-27,31.6,20,25.8,5.7
2014-10-28,33.1,15.8,24.45,10.4
2014-10-29,34.9,15.8,25.35,8.7
